x_um,region_id,region,temperature_C,c_h2_mol_m3,c_o2_mol_m3,total_water_kg_m3,vapor_water_kg_m3,liquid_water_kg_m3,ice_water_kg_m3,liquid_fraction,ice_fraction,gas_porosity,d_h2_effective_m2_s,d_o2_effective_m2_s,d_water_effective_m2_s,d_liquid_capillary_m2_s,thermal_conductivity_W_m_K,volumetric_heat_capacity_J_m3_K,temperature_smoothed_C
4.75,0,aGDL,-16.654060530945003,47.52007460362113,0.0,1.449065550862017e-09,1.449065550862017e-09,0.0,0.0,0.0,0.0,0.8,6.048638183102323e-05,0.0,4.778424164650835e-05,3.1281215346751485e-08,0.3,10184194.96,-16.65407750853856
4.85,0,aGDL,-16.653956843149615,47.520048327249945,0.0,1.479571658160885e-09,1.479571658160885e-09,0.0,0.0,0.0,0.0,0.8,6.0486424621080474e-05,0.0,4.7784275450653574e-05,3.1281351713106844e-08,0.3,10184194.96,-16.65397382057905
4.95,0,aGDL,-16.65385331206903,47.520022050889374,0.0,1.5100777438993444e-09,1.5100777438993444e-09,0.0,0.0,0.0,0.0,0.8,6.0486467346477344e-05,0.0,4.7784309203717096e-05,3.1281487873707617e-08,0.3,10184194.96,-16.653870289334158
5.049999999999999,0,aGDL,-16.65374993770166,47.5199957745394,0.0,1.5405838081101246e-09,1.5405838081101246e-09,0.0,0.0,0.0,0.0,0.8,6.04865100072144e-05,0.0,4.7784342905699375e-05,3.128162382855429e-08,0.3,10184194.96,-16.653766914802365
5.1499999999999995,0,aGDL,-16.653646720046083,47.51996949819999,0.0,1.5710898508259555e-09,1.5710898508259555e-09,0.0,0.0,0.0,0.0,0.8,6.04865526032922e-05,0.0,4.7784376556600844e-05,3.128175957764717e-08,0.3,10184194.96,-16.65366369698215
5.25,0,aGDL,-16.653543659100762,47.519943221871124,0.0,1.6015958720795663e-09,1.6015958720795663e-09,0.0,0.0,0.0,0.0,0.8,6.0486595134711325e-05,0.0,4.7784410156421944e-05,3.1281895120986664e-08,0.3,10184194.96,-16.653560635871997
5.35,0,aGDL,-16.653440754864107,47.519916945552765,0.0,1.632101871903685e-09,1.632101871903685e-09,0.0,0.0,0.0,0.0,0.8,6.048663760147234e-05,0.0,4.778444370516314e-05,3.128203045857329e-08,0.3,10184194.96,-16.653457731470375
5.45,0,aGDL,-16.65333800733464,47.51989066924489,0.0,1.66260785033104e-09,1.66260785033104e-09,0.0,0.0,0.0,0.0,0.8,6.0486680003575824e-05,0.0,4.778447720282489e-05,3.1282165590407387e-08,0.3,10184194.96,-16.653354983775777
5.549999999999999,0,aGDL,-16.65323541651088,47.51986439294746,0.0,1.693113807394359e-09,1.693113807394359e-09,0.0,0.0,0.0,0.0,0.8,6.048672234102232e-05,0.0,4.778451064940762e-05,3.1282300516489356e-08,0.3,10184194.96,-16.65325239278667
5.65,0,aGDL,-16.653132982391185,47.519838116660466,0.0,1.7236197431263694e-09,1.7236197431263694e-09,0.0,0.0,0.0,0.0,0.8,6.048676461381244e-05,0.0,4.778454404491183e-05,3.128243523681974e-08,0.3,10184194.96,-16.653149958501526
5.749999999999999,0,aGDL,-16.653030704974128,47.519811840383866,0.0,1.754125657559798e-09,1.754125657559798e-09,0.0,0.0,0.0,0.0,0.8,6.048680682194672e-05,0.0,4.778457738933791e-05,3.1282569751398885e-08,0.3,10184194.96,-16.653047680918824
5.85,0,aGDL,-16.652928584258177,47.51978556411764,0.0,1.7846315507273717e-09,1.7846315507273717e-09,0.0,0.0,0.0,0.0,0.8,6.048684896542576e-05,0.0,4.778461068268635e-05,3.12827040602272e-08,0.3,10184194.96,-16.652945560037026
5.95,0,aGDL,-16.65282662024174,47.51975928786175,0.0,1.815137422661816e-09,1.815137422661816e-09,0.0,0.0,0.0,0.0,0.8,6.048689104425011e-05,0.0,4.778464392495758e-05,3.1282838163305257e-08,0.3,10184194.96,-16.65284359585461
6.05,0,aGDL,-16.65272481292334,47.519733011616175,0.0,1.845643273395857e-09,1.845643273395857e-09,0.0,0.0,0.0,0.0,0.8,6.048693305842037e-05,0.0,4.778467711615209e-05,3.128297206063336e-08,0.3,10184194.96,-16.65274178837004
6.15,0,aGDL,-16.65262316230138,47.519706735380886,0.0,1.876149102962219e-09,1.876149102962219e-09,0.0,0.0,0.0,0.0,0.8,6.04869750079371e-05,0.0,4.778471025627031e-05,3.128310575221206e-08,0.3,10184194.96,-16.65264013758178
6.249999999999999,0,aGDL,-16.65252166837439,47.51968045915586,0.0,1.9066549113936277e-09,1.9066549113936277e-09,0.0,0.0,0.0,0.0,0.8,6.048701689280089e-05,0.0,4.778474334531271e-05,3.1283239238041785e-08,0.3,10184194.96,-16.6525386434883
6.3500000000000005,0,aGDL,-16.65242033114083,47.51965418294106,0.0,1.9371606987228073e-09,1.9371606987228073e-09,0.0,0.0,0.0,0.0,0.8,6.048705871301228e-05,0.0,4.77847763832797e-05,3.128337251812292e-08,0.3,10184194.96,-16.65243730608806
6.449999999999999,0,aGDL,-16.652319150599112,47.51962790673646,0.0,1.967666464982481e-09,1.967666464982481e-09,0.0,0.0,0.0,0.0,0.8,6.0487100468571897e-05,0.0,4.778480937017179e-05,3.128350559245603e-08,0.3,10184194.96,-16.652336125379524
6.55,0,aGDL,-16.652218126747755,47.519601630542034,0.0,1.9981722102053733e-09,1.9981722102053733e-09,0.0,0.0,0.0,0.0,0.8,6.0487142159480265e-05,0.0,4.778484230598941e-05,3.128363846104155e-08,0.3,10184194.96,-16.652235101361143
6.649999999999999,0,aGDL,-16.652117259585168,47.519575354357755,0.0,2.0286779344242067e-09,2.0286779344242067e-09,0.0,0.0,0.0,0.0,0.8,6.048718378573801e-05,0.0,4.7784875190733025e-05,3.1283771123879946e-08,0.3,10184194.96,-16.65213423403139
6.75,0,aGDL,-16.652016549109874,47.519549078183594,0.0,2.0591836376717037e-09,2.0591836376717037e-09,0.0,0.0,0.0,0.0,0.8,6.0487225347345675e-05,0.0,4.7784908024403086e-05,3.128390358097165e-08,0.3,10184194.96,-16.65203352338871
6.85,0,aGDL,-16.651915995320223,47.51952280201952,0.0,2.089689319980587e-09,2.089689319980587e-09,0.0,0.0,0.0,0.0,0.8,6.048726684430388e-05,0.0,4.778494080700006e-05,3.128403583231729e-08,0.3,10184194.96,-16.651932969431563
6.949999999999999,0,aGDL,-16.65181559821474,47.51949652586551,0.0,2.120194981383578e-09,2.120194981383578e-09,0.0,0.0,0.0,0.0,0.8,6.0487308276613186e-05,0.0,4.7784973538524415e-05,3.128416787791724e-08,0.3,10184194.96,-16.6518325721584
7.05,0,aGDL,-16.651715357791886,47.519470249721536,0.0,2.1507006219133977e-09,2.1507006219133977e-09,0.0,0.0,0.0,0.0,0.8,6.0487349644274165e-05,0.0,4.7785006218976584e-05,3.128429971777199e-08,0.3,10184194.96,-16.651732331567676
7.1499999999999995,0,aGDL,-16.651615274050073,47.51944397358756,0.0,2.181206241602768e-09,2.181206241602768e-09,0.0,0.0,0.0,0.0,0.8,6.048739094728741e-05,0.0,4.778503884835705e-05,3.128443135188206e-08,0.3,10184194.96,-16.651632247657837
7.25,0,aGDL,-16.651515346987765,47.519417697463574,0.0,2.211711840484408e-09,2.211711840484408e-09,0.0,0.0,0.0,0.0,0.8,6.0487432185653515e-05,0.0,4.7785071426666276e-05,3.1284562780248004e-08,0.3,10184194.96,-16.65153232042734
7.349999999999999,0,aGDL,-16.651415576603426,47.519391421349525,0.0,2.242217418591039e-09,2.242217418591039e-09,0.0,0.0,0.0,0.0,0.8,6.0487473359373026e-05,0.0,4.7785103953904686e-05,3.128469400287021e-08,0.3,10184194.96,-16.65143254987463
7.45,0,aGDL,-16.651315962895467,47.5193651452454,0.0,2.2727229759553805e-09,2.2727229759553805e-09,0.0,0.0,0.0,0.0,0.8,6.0487514468446575e-05,0.0,4.778513643007279e-05,3.128482501974929e-08,0.3,10184194.96,-16.65133293599815
7.55,0,aGDL,-16.65121650586235,47.51933886915118,0.0,2.3032285126101514e-09,2.3032285126101514e-09,0.0,0.0,0.0,0.0,0.8,6.0487555512874726e-05,0.0,4.7785168855171033e-05,3.128495583088573e-08,0.3,10184194.96,-16.651233478796343
7.6499999999999995,0,aGDL,-16.651117205502544,47.519312593066815,0.0,2.33373402858807e-09,2.33373402858807e-09,0.0,0.0,0.0,0.0,0.8,6.048759649265806e-05,0.0,4.778520122919986e-05,3.128508643628e-08,0.3,10184194.96,-16.651134178267654
7.749999999999998,0,aGDL,-16.651018061814455,47.519286316992286,0.0,2.3642395239218556e-09,2.3642395239218556e-09,0.0,0.0,0.0,0.0,0.8,6.048763740779716e-05,0.0,4.778523355215975e-05,3.1285216835932714e-08,0.3,10184194.96,-16.651035034410526
7.85,0,aGDL,-16.65091907479649,47.51926004092757,0.0,2.3947449986442256e-09,2.3947449986442256e-09,0.0,0.0,0.0,0.0,0.8,6.0487678258292655e-05,0.0,4.778526582405119e-05,3.128534702984438e-08,0.3,10184194.96,-16.650936047223396
7.95,0,aGDL,-16.650820244447175,47.51923376487264,0.0,2.425250452787897e-09,2.425250452787897e-09,0.0,0.0,0.0,0.0,0.8,6.048771904414507e-05,0.0,4.778529804487461e-05,3.128547701801544e-08,0.3,10184194.96,-16.650837216704705
8.049999999999999,0,aGDL,-16.650721570764915,47.519207488827455,0.0,2.4557558863855883e-09,2.4557558863855883e-09,0.0,0.0,0.0,0.0,0.8,6.048775976535504e-05,0.0,4.7785330214630485e-05,3.128560680044647e-08,0.3,10184194.96,-16.650738542852885
8.15,0,aGDL,-16.65062305374812,47.519181212792,0.0,2.4862612994700147e-09,2.4862612994700147e-09,0.0,0.0,0.0,0.0,0.8,6.0487800421923144e-05,0.0,4.778536233331928e-05,3.128573637713808e-08,0.3,10184194.96,-16.650640025666373
8.25,0,aGDL,-16.650524693395255,47.51915493676624,0.0,2.516766692073893e-09,2.516766692073893e-09,0.0,0.0,0.0,0.0,0.8,6.048784101384995e-05,0.0,4.778539440094146e-05,3.128586574809071e-08,0.3,10184194.96,-16.650541665143606
8.35,0,aGDL,-16.650426489704728,47.51912866075015,0.0,2.5472720642299387e-09,2.5472720642299387e-09,0.0,0.0,0.0,0.0,0.8,6.048788154113608e-05,0.0,4.77854264174975e-05,3.128599491330502e-08,0.3,10184194.96,-16.650443461283007
8.45,0,aGDL,-16.650328442674947,47.519102384743704,0.0,2.5777774159708676e-09,2.5777774159708676e-09,0.0,0.0,0.0,0.0,0.8,6.048792200378212e-05,0.0,4.778545838298787e-05,3.1286123872781494e-08,0.3,10184194.96,-16.650345414083016
8.549999999999999,0,aGDL,-16.65023055230438,47.519076108746866,0.0,2.6082827473293945e-09,2.6082827473293945e-09,0.0,0.0,0.0,0.0,0.8,6.048796240178865e-05,0.0,4.7785490297413025e-05,3.1286252626520725e-08,0.3,10184194.96,-16.650247523542056
8.65,0,aGDL,-16.65013281859143,47.51904983275962,0.0,2.6387880583382332e-09,2.6387880583382332e-09,0.0,0.0,0.0,0.0,0.8,6.048800273515628e-05,0.0,4.778552216077346e-05,3.128638117452329e-08,0.3,10184194.96,-16.65014978965856
8.75,0,aGDL,-16.650035241534567,47.519023556781924,0.0,2.669293349030099e-09,2.669293349030099e-09,0.0,0.0,0.0,0.0,0.8,6.048804300388559e-05,0.0,4.778555397306961e-05,3.128650951678967e-08,0.3,10184194.96,-16.650052212430943
8.85,0,aGDL,-16.649937821132198,47.518997280813764,0.0,2.6997986194377043e-09,2.6997986194377043e-09,0.0,0.0,0.0,0.0,0.8,6.048808320797715e-05,0.0,4.7785585734301947e-05,3.1286637653320484e-08,0.3,10184194.96,-16.64995479185764
8.950000000000001,0,aGDL,-16.649840557382674,47.5189710048551,0.0,2.730303869593763e-09,2.730303869593763e-09,0.0,0.0,0.0,0.0,0.8,6.0488123347431635e-05,0.0,4.778561744447098e-05,3.1286765584116384e-08,0.3,10184194.96,-16.649857527937066
9.049999999999999,0,aGDL,-16.649743450284518,47.518944728905915,0.0,2.7608090995309876e-09,2.7608090995309876e-09,0.0,0.0,0.0,0.0,0.8,6.048816342224956e-05,0.0,4.778564910357715e-05,3.128689330917783e-08,0.3,10184194.96,-16.64976042066764
9.149999999999999,0,aGDL,-16.64964649983608,47.51891845296617,0.0,2.7913143092820903e-09,2.7913143092820903e-09,0.0,0.0,0.0,0.0,0.8,6.048820343243158e-05,0.0,4.778568071162095e-05,3.1287020828505505e-08,0.3,10184194.96,-16.64966347004779
9.25,0,aGDL,-16.64954970603577,47.518892177035845,0.0,2.821819498879783e-09,2.821819498879783e-09,0.0,0.0,0.0,0.0,0.8,6.048824337797827e-05,0.0,4.7785712268602826e-05,3.1287148142099996e-08,0.3,10184194.96,-16.64956667607593
9.35,0,aGDL,-16.64945306888211,47.51886590111491,0.0,2.852324668356778e-09,2.852324668356778e-09,0.0,0.0,0.0,0.0,0.8,6.04882832588902e-05,0.0,4.778574377452326e-05,3.128727524996179e-08,0.3,10184194.96,-16.64947003875048
9.45,0,aGDL,-16.649356588373394,47.518839625203334,0.0,2.882829817745785e-09,2.882829817745785e-09,0.0,0.0,0.0,0.0,0.8,6.048832307516801e-05,0.0,4.7785775229382727e-05,3.1287402152091605e-08,0.3,10184194.96,-16.64937355806984
9.549999999999999,0,aGDL,-16.649260264508086,47.51881334930109,0.0,2.9133349470795154e-09,2.9133349470795154e-09,0.0,0.0,0.0,0.0,0.8,6.048836282681228e-05,0.0,4.77858066331817e-05,3.128752884849002e-08,0.3,10184194.96,-16.64927723403244
9.65,0,aGDL,-16.64916409728454,47.518787073408156,0.0,2.943840056390679e-09,2.943840056390679e-09,0.0,0.0,0.0,0.0,0.8,6.0488402513823664e-05,0.0,4.7785837985920696e-05,3.1287655339157645e-08,0.3,10184194.96,-16.64918106663668
9.75,0,aGDL,-16.649068086701277,47.51876079752449,0.0,2.974345145711986e-09,2.974345145711986e-09,0.0,0.0,0.0,0.0,0.8,6.048844213620267e-05,0.0,4.77858692876001e-05,3.1287781624095035e-08,0.3,10184194.96,-16.649085055880978
9.85,0,aGDL,-16.64897223275665,47.51873452165008,0.0,3.004850215076146e-09,3.004850215076146e-09,0.0,0.0,0.0,0.0,0.8,6.048848169394995e-05,0.0,4.778590053822046e-05,3.128790770330282e-08,0.3,10184194.96,-16.648989201763737
9.95,0,aGDL,-16.648876535449062,47.51870824578489,0.0,3.0353552645158665e-09,3.0353552645158665e-09,0.0,0.0,0.0,0.0,0.8,6.048852118706611e-05,0.0,4.778593173778222e-05,3.128803357678165e-08,0.3,10184194.96,-16.64889350428336
10.05,0,aGDL,-16.648780994776928,47.5186819699289,0.0,3.065860294063857e-09,3.065860294063857e-09,0.0,0.0,0.0,0.0,0.8,6.0488560615551744e-05,0.0,4.778596288628588e-05,3.1288159244532175e-08,0.3,10184194.96,-16.648797963438266
