case,time_s,current_A,current_density_A_cm2,temperature_experiment_C,temperature_model_C,voltage_experiment_V,voltage_model_V,temperature_min_C,temperature_max_C,ice_fraction_average,ice_fraction_max,ice_fraction_ccl_average,liquid_fraction_max,gas_porosity_min,gas_porosity_ccl_average,d_h2_effective_average_m2_s,d_o2_effective_average_m2_s,d_o2_effective_ccl_average_m2_s,d_water_cathode_average_m2_s,d_liquid_capillary_cathode_average_m2_s,lambda_pem_average,lambda_pem_min,lambda_pem_max,membrane_water_average_kg_m3,anode_pem_water_flux_kg_m2_s,pem_cathode_water_flux_kg_m2_s,active_area_factor,reversible_voltage_V,activation_loss_V,ohmic_loss_V,concentration_loss_V,limiting_current_A_m2,exchange_current_density_A_m2,hydration_activity_factor,effective_exchange_current_density_A_m2,transport_limited,electrochemical_heat_average_W_m3,phase_change_heat_average_W_m3,current_residual_max_A_m2,water_balance_residual_kg_m2_s,temperature_error_C,voltage_error_V
-25C,7.4,11.7,0.03861386138613861,-24.919705504326544,-24.91470673861312,0.666,0.6368229378771771,-24.925012442703633,-24.909460601385774,7.935422135458597e-10,2.444608326417123e-08,2.2942499218179847e-08,2.044581991895242e-07,0.3916,0.42069978517511647,5.62862874115477e-05,1.0928712983518988e-05,4.356176524726275e-06,1.2319640090512315e-05,2.044210734566854e-08,3.031157988133964,2.91255316171471,3.1747266316328737,117.3058141407844,-1.1092731723325067e-08,-4.190543055354346e-05,0.9999998091306351,1.2630753519001663,0.6163567683332755,0.009887471988297633,8.173701416042487e-06,252819.2199281631,0.06524348489322031,1.0421956906018084,0.06799646581711367,False,996581.6406728582,118.17442158358742,5.684341886080802e-14,-8.893845946170154e-19,0.004998765713423836,-0.029177062122822894
-25C,7.6,13.3,0.043894389438943894,-24.908982315549736,-24.90379994547854,0.652,0.6281381954190616,-24.91516312866733,-24.89799718307529,6.814455305849542e-07,2.3297436622899397e-05,1.9701615472752607e-05,8.652635279348551e-05,0.3916,0.4206071494259606,5.629057582468802e-05,1.0929463051418823e-05,4.3551103618214625e-06,1.2320485621599401e-05,2.0452876496786995e-08,3.049200338607198,2.9043074914638245,3.2573200267296643,118.00405310409856,-1.1060851016246227e-08,-4.1589661754110146e-05,0.9998361028416853,1.2630657743181744,0.6237550820764145,0.011163203596494652,9.293226203555677e-06,252809.06342753168,0.06532327434224659,1.0672319501707357,0.06970365936341398,False,1144534.8576197503,6947.297513523294,5.684341886080802e-14,-2.7376104855258987e-18,0.005182370071196374,-0.02386180458093845
-25C,7.8,14.9,0.049174917491749175,-24.896636929588254,-24.890601135893718,0.64,0.6196443703303612,-24.903784083173832,-24.883758992168424,1.5945642938809145e-09,3.807150933846943e-08,3.615733515525136e-08,3.184163352102197e-07,0.3916,0.4206996614362746,5.6295842914672606e-05,1.093059985662401e-05,4.356842677165823e-06,1.232176711110343e-05,2.0466522042465183e-08,3.0581484446596163,2.8969751056261477,3.250784870606982,118.35034480832715,-1.1032541411385605e-08,-4.161109206351392e-05,0.9999996991902556,1.2630519171511136,0.630935641314769,0.012461490498714506,1.041500726894626e-05,252756.7728875447,0.06541995231412939,1.0798146897605858,0.07064140426260479,False,1295008.1757749123,138.22141985932,5.684341886080802e-14,-5.649709758186183e-18,0.006035793694536551,-0.020355629669638775
-25C,8.0,16.4,0.05412541254125413,-24.882691534413823,-24.87582643745685,0.627,0.6133678673877307,-24.890853312959052,-24.86798451547898,4.221468655378742e-12,1.3027301875785193e-09,0.0,0.0,0.3916,0.4207,5.630170341405949e-05,1.0931756993894354e-05,4.357257315628945e-06,1.2323071520389998e-05,2.0481495725237132e-08,3.0760220528107824,2.8908152908738924,3.3323808498706504,119.04205344377725,-1.100874875318192e-08,1.2729903888999725e-08,1.0,1.2630376348144225,0.6360330548481158,0.013625245709322843,1.1466869253167459e-05,252722.32605587618,0.06552833079202174,1.1052811412236605,0.07242722824028731,False,1435776.6054222814,213.4712530381151,0.0,6.69494841509799e-18,0.0068650969569716835,-0.013632132612269254
-25C,8.2,18.2,0.060066006600660055,-24.86700926364557,-24.860266631750108,0.616,0.6045195912449092,-24.876613596005882,-24.85164058326069,6.632440885992634e-09,1.0447491483866654e-07,9.97968577694255e-08,3.8835140569276026e-07,0.3916,0.4206995292419829,5.6307880167636374e-05,1.0932967669229964e-05,4.357691934195039e-06,1.2324436281677414e-05,2.0497183061435727e-08,3.076011829438902,2.88366387548447,3.2948183982342716,119.04165779928547,-1.0981103655583886e-08,-4.14406922171361e-05,0.9999991697435264,1.2630237564756455,0.6433764964392806,0.015114940930503844,1.2727860951819176e-05,252719.6149390921,0.06564264848999449,1.1052664473838736,0.07255255665612474,False,1609629.9972767634,126.01125615172523,1.1368683772161603e-13,1.446732273910345e-18,0.0067426318954630915,-0.01148040875509082
-25C,8.4,19.6,0.0646864686468647,-24.849623367961243,-24.841969766508782,0.606,0.5998808808429457,-24.860636767593945,-24.83232958494392,1.3001849901924461e-06,3.697916126040641e-05,3.4987066189368604e-05,0.00016422645518016397,0.3916,0.4205074610938368,5.6315105577533836e-05,1.0934157636808779e-05,4.355276985510949e-06,1.232577769967535e-05,2.0515135251346312e-08,3.093808810969287,2.877492987507701,3.382665929147827,119.7304009845114,-1.0957287106677302e-08,-4.1110397888901254e-05,0.9997089566036662,1.263005229144196,0.6469380993896005,0.0161725345162025,1.3714395447409704e-05,252623.87078854878,0.06577731211469996,1.1310683995592834,0.07437698590826698,False,1742632.3173204465,17112.262387822917,1.1368683772161603e-13,1.8973538018496328e-18,0.007653601452460634,-0.00611911915705432
-25C,8.6,21.4,0.07062706270627062,-24.830517238907476,-24.82302781109729,0.595,0.5939308152660754,-24.843145811648355,-24.81265503730532,2.883119126834124e-06,7.849886791990086e-05,7.540399522669559e-05,0.00015521414941502555,0.3916,0.4204743594237617,5.632257959297065e-05,1.0935589389252243e-05,4.355357305477326e-06,1.2327391675157072e-05,2.0534278014169114e-08,3.1115088284386276,2.871140549340337,3.432640409056387,120.41539166057484,-1.0932738167430502e-08,-4.09203562031185e-05,0.9993728197388076,1.26298853259162,0.6514993798570332,0.01754336058885674,1.4976879654532457e-05,252622.32336740778,0.06591699363171431,1.1571752370310362,0.07622967297979512,False,1915533.0233332408,16346.48890102064,1.1368683772161603e-13,-1.094366567852556e-17,0.007489427810185134,-0.0010691847339245886
-25C,8.8,23.8,0.07854785478547854,-24.809083042265087,-24.80125238906956,0.586,0.586184745496106,-24.823644217034712,-24.789534043351182,4.052089766233506e-06,0.00011780422845469201,0.00011359542292550352,0.00015965876273183553,0.3916,0.42043209993372427,5.633126826332135e-05,1.093728111902716e-05,4.3552286738134536e-06,1.232929871599425e-05,2.055645950624396e-08,3.129106505777263,2.863100407093896,3.4824337319966117,121.09642177358006,-1.0901691322833737e-08,-4.073118454318133e-05,0.999055266027577,1.262966376222664,0.6573783777733195,0.019386586611916126,1.6666341322270516e-05,252535.56167243488,0.06607790977584989,1.1835765807318905,0.07813438050811031,False,2148982.883863405,15255.4825859452,1.1368683772161603e-13,-1.9989977555201488e-18,0.007830653195526338,0.0001847454961060313
-25C,9.0,25.1,0.08283828382838285,-24.78560115538272,-24.77800973739548,0.576,0.5831418965888455,-24.802333222403462,-24.765112089913202,5.056001857748979e-06,0.00014942945751538535,0.0001441619904617253,0.0001185277277074251,0.3916,0.4204422168079532,5.6340530738940304e-05,1.0939104849224233e-05,4.355990919101004e-06,1.2331354557307316e-05,2.0580084137684087e-08,3.1466432339449946,2.8590705222708435,3.524852312908092,121.7750931536713,-1.0886140220093733e-08,-4.056780729946663e-05,0.9988011634032542,1.2629455577663262,0.659471631166508,0.02031444982684022,1.7580184132434477e-05,252530.4823562378,0.0662500706575832,1.2103333576025763,0.08008854214295466,False,2274079.771171055,11177.651692874571,1.1368683772161603e-13,7.54198136235229e-18,0.007591417987242721,0.007141896588845564
-25C,9.2,26.7,0.08811881188118811,-24.760557849606982,-24.753598350551698,0.567,0.57932293248287,-24.779700677330197,-24.73975901720047,1.5042708082047026e-06,5.3679660465936965e-05,4.1410496535681784e-05,1.3590199261237845e-07,0.3916,0.4206585895034644,5.635022547441728e-05,1.0941235214392374e-05,4.360085217838757e-06,1.2333756059860496e-05,2.0605025427982557e-08,3.164109608239293,2.8558934893076393,3.5665104585366927,122.45104183886062,-1.087389052856957e-08,1.3635985474537332e-08,0.9996555320830101,1.26292298055476,0.6621096793451475,0.021471665045417757,1.8703681324583527e-05,252543.300807518,0.0664313366325136,1.2374311923231185,0.08217589138445885,False,2429341.692018431,229.7021210105406,1.1368683772161603e-13,1.259029772798792e-17,0.006959499055284368,0.012322932482870086
-25C,9.4,27.8,0.09174917491749175,-24.734082700046457,-24.72687260082617,0.559,0.5765134889934189,-24.755237750946407,-24.711986366884673,3.927095081877553e-06,9.790679213305202e-05,8.499406201508241e-05,0.00021461021866894656,0.3916,0.42040581480192996,5.636079124686227e-05,1.0942881683469196e-05,4.357009305435569e-06,1.2335612079547092e-05,2.0630947828979864e-08,3.1728337840246628,2.854570907943952,3.574860369088996,122.78866744175441,-1.086881946602584e-08,-4.037203335598027e-05,0.9992930765117343,1.2628969609228478,0.6640882633250268,0.022275723490758324,1.9485113643742936e-05,252447.96259845427,0.06663031557432739,1.251135266449457,0.08330460598688215,False,2537316.86360383,14805.629576771154,1.1368683772161603e-13,1.6181717424346154e-17,0.007210099220287702,0.01751348899341887
-25C,9.6,29.4,0.09702970297029702,-24.70618374642231,-24.699608041257505,0.551,0.5730327999151018,-24.729494521839626,-24.684288856944136,6.550037257976623e-06,0.00015336611887575366,0.0001389729428237225,0.00020626827686967303,0.3916,0.4203603784051154,5.637148884425114e-05,1.0944929850016104e-05,4.3571688521759445e-06,1.2337920921836335e-05,2.065868019230156e-08,3.1902158531381324,2.8524109295810884,3.6236122701954216,123.46135351644571,-1.0860494263269356e-08,-4.0188034949597255e-05,0.9988443005404528,1.2628732951900468,0.6664093171830632,0.02341056804467743,2.0610047204312197e-05,252459.4012958203,0.06683387590861796,1.2787782956186482,0.0853669372492417,False,2693687.1144181094,26762.351094340447,1.1368683772161603e-13,-2.1006417091906648e-19,0.0065757051648063225,0.022032799915101764
-25C,9.8,30.9,0.10198019801980197,-24.676618257056532,-24.669973102015632,0.544,0.5700735167044473,-24.701844579211553,-24.65370597851185,1.0164335230133115e-05,0.00021539027405085453,0.0001995638857408786,0.0003025183819380581,0.3916,0.4202036610861281,5.638320651103053e-05,1.0946604848897865e-05,4.355557911127978e-06,1.2339809102393959e-05,2.068700718642486e-08,3.207500250081759,2.8503452107162905,3.6677969100628944,124.13025967816405,-1.0852547565409932e-08,-4.002695335918734e-05,0.998340723905981,1.262844449056922,0.668297175669769,0.024452082449955316,2.1674232750386533e-05,252367.13217230036,0.06705578826292806,1.306717708801237,0.08747759527483655,False,2840357.604834482,52539.767580321946,1.1368683772161603e-13,-1.0842021724855044e-19,0.006645155040899908,0.02607351670444724
-25C,10.0,32.7,0.10792079207920792,-24.645266879677138,-24.640272009371813,0.537,0.566391018133732,-24.672908126596127,-24.61483156125169,1.3310845353298041e-05,0.0002785091763615678,0.00026095305637849033,0.00023532688833719534,0.3916,0.42021085284349863,5.6395212780294284e-05,1.0949201091789841e-05,4.356433052756274e-06,1.2342735776199458e-05,2.071818835180138e-08,3.22473371293748,2.8476107866223477,3.709217797353413,124.79719469068047,-1.084200497646989e-08,-3.986927273550073e-05,0.9978306984103512,1.262818455045542,0.6706879279896341,0.025716568547832046,2.294037434379697e-05,252387.83797251526,0.06727888191756692,1.3350281184704846,0.08962435420773361,False,3017979.9502199674,14328.430552150212,2.2737367544323206e-13,2.5488915448776406e-17,0.004994870305324639,0.029391018133732016
-25C,10.2,34.1,0.11254125412541255,-24.61220124892796,-24.606942006856627,0.53,0.564075215574351,-24.64283251691873,-24.589782698499818,2.0409260149138384e-05,0.00036044585661600007,0.00034121407352729016,0.00030494296790370743,0.3916,0.4200604421464355,5.640794791907572e-05,1.0950984380966683e-05,4.3553019381579645e-06,1.2344746029453353e-05,2.0750654604094154e-08,3.241899273088511,2.8463263462048083,3.749052547585036,125.46150186852535,-1.0837082497266212e-08,-3.972568760388873e-05,0.9971641648026226,1.2627878704539521,0.6720363427885625,0.026652378631182232,2.3933459856413415e-05,252329.73431445242,0.06753005346908865,1.3636818155526487,0.0918283552568998,False,3155167.551999102,65779.8796017952,2.2737367544323206e-13,-1.3145951341386741e-18,0.005259242071332437,0.034075215574351
-25C,10.4,35.9,0.11848184818481848,-24.57742986140724,-24.573222952810994,0.525,0.5607677339024126,-24.609827985079534,-24.55367491182909,2.509834570672956e-05,0.0004362539726377719,0.00041515406155249985,0.00031024084415312315,0.3916,0.4199838419357169,5.6421695131138605e-05,1.0953707196244638e-05,4.354949916724449e-06,1.2347815384857592e-05,2.078535544434181e-08,3.2589863060479627,2.843944438933943,3.7911350183697943,126.12277004405614,-1.0827914459392819e-08,-3.956977111684897e-05,0.9965504066086485,1.2627551759960505,0.6740737986218446,0.027888433458810317,2.5210012982947255e-05,252261.7626678151,0.06778504213906857,1.3926600691981132,0.09407587461137515,False,3333710.9825026332,14403.391244303748,2.2737367544323206e-13,1.6940658945086007e-18,0.004206908596245285,0.03576773390241261
-25C,10.6,37.4,0.12343234323432341,-24.540898144457884,-24.536148203912944,0.519,0.558448989417621,-24.57631196556187,-24.51760933953622,3.573237744630129e-05,0.0005354484761298919,0.0005124105096864813,0.00036947400882468405,0.3916,0.4198260708185305,5.6435739820246634e-05,1.0955400236448566e-05,4.353777095130568e-06,1.2349723902905657e-05,2.0821151113101093e-08,3.276022887931018,2.8424583534608283,3.8305148830070457,126.78208576293034,-1.0822209241069117e-08,-3.942904031833942e-05,0.9957435147624384,1.2627229541929617,0.6753700753643442,0.028877617344294847,2.6272066701554424e-05,252240.6370387606,0.06806643822626464,1.4220101303696302,0.09637917453227235,False,3481763.105177281,95091.87211833276,2.2737367544323206e-13,-3.415236843329339e-18,0.004749940544940046,0.03944898941762098
-25C,10.8,39.6,0.1306930693069307,-24.50235605068204,-24.49932230568058,0.512,0.5544284209033227,-24.53950720861357,-24.47501929095418,4.224857254499265e-05,0.0006260450987478073,0.0006008115083730683,0.00036766773708665047,0.3916,0.41974292085934484,5.64509759727104e-05,1.0958513652093557e-05,4.353375101256335e-06,1.235323357145092e-05,2.0859468428222634e-08,3.2929816915930292,2.838551800321178,3.8746020480134975,127.43839146465022,-1.0807148319144207e-08,-3.9266309094266864e-05,0.9950104982252098,1.262687173367263,0.6778361089329423,0.030394809653954843,2.783387704330645e-05,252166.04124793824,0.06834701837258306,1.4516845194076857,0.09872325859270352,False,3702656.582044915,8497.885560919747,2.2737367544323206e-13,-5.458280312106711e-18,0.00303374500145992,0.04242842090332266
-25C,11.0,40.5,0.13366336633663367,-24.46220453496042,-24.458242981749805,0.51,0.5539026696642781,-24.502475336838074,-24.433308459674947,5.421900038439028e-05,0.000727228496186634,0.0006996685938383266,0.0003773812563090708,0.3916,0.41963286289572066,5.646659724256039e-05,1.0960525161274097e-05,4.353060371925815e-06,1.2355501090890801e-05,2.0899652806447655e-08,3.3098875924843156,2.838633536370666,3.9120224124224205,128.092649829143,-1.0807518207042637e-08,-3.913092957989058e-05,0.9941912371828154,1.2626513784317386,0.6778213773689497,0.030898856768813914,2.8474629696876855e-05,252150.34283645748,0.06866127199459562,1.4817262017938668,0.10114623846492805,False,3788958.883625407,99513.04073906215,2.2737367544323206e-13,-1.4501204056993622e-18,0.0039615532106154205,0.04390266966427814
-25C,11.2,41.9,0.1382838283828383,-24.420975736585007,-24.417326464828022,0.506,0.5521616817177102,-24.463076138306803,-24.382786809254384,6.681050713717684e-05,0.0008378688556919751,0.0008078662568692216,0.00041252898863673287,0.3916,0.4194899447261749,5.648257975397978e-05,1.0963151754497013e-05,4.352104503955856e-06,1.2358461977796632e-05,2.094148187203007e-08,3.3267351902391464,2.8384122171661574,3.950475376657845,128.74465186225495,-1.0806707961345407e-08,-3.89934912037715e-05,0.9932951203767396,1.2626145735189924,0.6786479909857986,0.03177543164856375,2.9469166919795963e-05,252127.55636839225,0.06897561258430675,1.5121257528498666,0.10360048250287583,False,3927304.400745927,103987.44644800035,2.2737367544323206e-13,1.8566962203814263e-17,0.0036492717569842625,0.04616168171771018
-25C,11.4,43.8,0.14455445544554454,-24.378023532253277,-24.37503109673375,0.502,0.5493012639984108,-24.42124672484323,-24.344713158170492,7.720886006971709e-05,0.0009461788894939479,0.0009135684278040651,0.0004585817957265894,0.3916,0.4193409037712242,5.649967520624278e-05,1.096610040974841e-05,4.350902956603191e-06,1.2361785916443663e-05,2.098441284857439e-08,3.3435073618383493,2.8362220662753117,3.9927195387864973,129.3937349031441,-1.0798286143173428e-08,-3.884151954262026e-05,0.9924202298742355,1.2625740521836253,0.6802206026582271,0.03302136053658563,3.082499040167599e-05,252042.53301223842,0.0693019494626531,1.5428514615032416,0.1061121651780101,False,4118048.6368707176,90198.18745272448,2.2737367544323206e-13,7.657177843178875e-19,0.0029924355195269925,0.047301263998410836
-25C,11.6,45.4,0.14983498349834984,-24.33322688490878,-24.331929774742804,0.499,0.5472795165112427,-24.37928947226777,-24.288814550718598,8.615138924651934e-05,0.001056019207695182,0.00102039761428737,0.0004102540611839013,0.3916,0.4192825001136037,5.651709660611664e-05,1.096939250104421e-05,4.351298762932073e-06,1.236549700117711e-05,2.1028775358788893e-08,3.36023032530578,2.834297056612529,4.032803554177048,130.04091358933368,-1.0790891111075499e-08,-3.8693774560616984e-05,0.9915365718761974,1.2625365788313128,0.6811963640955654,0.034028740518877935,3.1957705626713295e-05,252059.92360724224,0.06963597827546264,1.573950858327361,0.10867598552059869,False,4277752.01261435,47022.55449421645,2.2737367544323206e-13,8.538092108323347e-18,0.0012971101659751127,0.04827951651124274
-25C,11.8,47.1,0.15544554455445544,-24.286726192652562,-24.284940756929018,0.496,0.5451232145426097,-24.335082102531544,-24.251446167888616,9.96722750022543e-05,0.0011748857559047718,0.0011363382484372987,0.0005106197031577699,0.3916,0.4190677461498975,5.653550784485974e-05,1.0971754092358998e-05,4.349323777333415e-06,1.2368159158659236e-05,2.1074485735905172e-08,3.376873507979376,2.8318569486367116,4.075553146143447,130.68500475880185,-1.0781512282310918e-08,-3.8543099320865355e-05,0.9905781828025937,1.2624917929749453,0.682234589600708,0.035100810028852215,3.317880277526495e-05,251950.31709096723,0.0700018379430362,1.6053663411153862,0.11131978387615522,False,4448191.950007433,105058.54202609335,2.2737367544323206e-13,-1.2847795743953228e-17,0.001785435723544282,0.049123214542609706
-25C,12.0,48.3,0.1594059405940594,-24.238793124763728,-24.236966154263257,0.493,0.5441740252868313,-24.289722222495868,-24.183552629569192,0.00011351862789106714,0.00130349221220449,0.0012615777707842674,0.00048005769210492333,0.3916,0.4189728856709918,5.6554204471756524e-05,1.097513096859634e-05,4.349359202685332e-06,1.2371965819144967e-05,2.112481625324418e-08,3.3934679600540183,2.831359368615102,4.113798564354415,131.32721005409047,-1.0779644681146078e-08,-3.840485726039795e-05,0.9895436721343973,1.2624502654577991,0.6824552611285502,0.03578694802047919,3.403102193848998e-05,251967.6480929156,0.07037721095050979,1.6371557338302527,0.11401369250283026,False,4566153.037389199,115543.95092674906,2.2737367544323206e-13,-3.038476588390626e-17,0.0018269705004705372,0.05117402528683135
-25C,12.2,50.9,0.167986798679868,-24.18884372555021,-24.187120431416815,0.491,0.5402314362655669,-24.242542791580462,-24.15642045319018,0.0001295294461665584,0.0014398974849979703,0.0013944023580134085,0.0005090968847176729,0.3916,0.41881186618554705,5.6573395632066545e-05,1.0978128008385956e-05,4.3484276354217175e-06,1.2375344300362349e-05,2.117595719127899e-08,3.410002877163646,2.8257943803288432,4.159503461150997,131.96711134623308,-1.0758164650559667e-08,-3.824091985135981e-05,0.9884473512898125,1.2624054259569635,0.6846329856097805,0.0375051233067454,3.588077487075019e-05,251935.9294211241,0.07076920217821385,1.66929834505789,0.11677014093752329,False,4832222.6055012215,162690.88852265963,2.2737367544323206e-13,-1.8295911660692887e-18,0.0017232941333951146,0.04923143626556692
-25C,12.4,52.2,0.1722772277227723,-24.136822357348986,-24.13496047130164,0.489,0.5392035470423594,-24.19151771451658,-24.107065172784957,0.0001448789240758644,0.0015739323342556504,0.0015247531705530018,0.0005777764287080815,0.3916,0.41861530936243496,5.659438432197571e-05,1.0981085901647048e-05,4.346740828987773e-06,1.2378678652765763e-05,2.1227311469994636e-08,3.4264499507342903,2.8230884851547127,4.203331689020966,132.603613093417,-1.074777992766347e-08,-3.808568057577983e-05,0.9873722938691711,1.2623552438088825,0.6848659365910603,0.038248933169520764,3.6827005942053285e-05,251806.63264857436,0.07118156123950052,1.701737430275611,0.11960270367706664,False,4961059.221516985,188767.24258419123,2.2737367544323206e-13,-3.5236570605778894e-19,0.001861886047347383,0.05020354704235941
-25C,12.6,53.9,0.17788778877887787,-24.083334638990944,-24.081995019543456,0.487,0.5373940467580381,-24.140734676493338,-24.030241788216784,0.00016170518098059905,0.0017210027499422417,0.0016676764708445176,0.0005490537799864191,0.3916,0.4185010533849339,5.6615321796881045e-05,1.0984849258884298e-05,4.346670525780678e-06,1.2382920982742297e-05,2.1282908147419738e-08,3.442847423901821,2.8201815924579567,4.244884663796405,133.23819530500046,-1.0736593036815488e-08,-3.793606355658376e-05,0.9861945076492088,1.262309622245441,0.6856016548873682,0.039275885902470886,3.8034697563767974e-05,251833.0584600962,0.07160256870689338,1.734547060948142,0.12248341022128292,False,5132478.993327793,127185.93390226207,2.2737367544323206e-13,-3.4423418976414766e-18,0.0013396194474886158,0.05039404675803816
-25C,12.8,55.7,0.18382838283828384,-24.028091352111485,-24.02637748298673,0.485,0.5354571920662603,-24.086565018014483,-23.985901511565487,0.0001796653909141746,0.0018676314624975427,0.001810151852283186,0.0006261659179239181,0.3916,0.41828408567177566,5.6637495030660764e-05,1.098798065181797e-05,4.344829413377182e-06,1.2386450916594804e-05,2.1338317708893706e-08,3.4591633640744543,2.8166317568540307,4.289873237542619,133.86962218968134,-1.0722934724501454e-08,-3.77775795330234e-05,0.9850214129324969,1.26225676725468,0.6863943601820485,0.04036587912493269,3.933588143852315e-05,251721.0075419282,0.072047142875617,1.7676621874070935,0.12544741206360133,False,5314777.3769204505,168789.9246527378,2.2737367544323206e-13,5.800481622797449e-18,0.0017138691247531312,0.050457192066260315
-25C,13.0,56.5,0.18646864686468648,-23.97206515145214,-23.968043527997025,0.484,0.5355887616050592,-24.03328733368403,-23.929857925085514,0.00020075430176323968,0.0020290918707327765,0.0019670665675838254,0.0006025184109559299,0.3916,0.41814965485057565,5.665988070908125e-05,1.0991593065713218e-05,4.344593281266513e-06,1.2390523092258534e-05,2.1399483582800186e-08,3.475428160151759,2.8169736006833137,4.327039034177466,134.4990697978731,-1.0724326225391767e-08,-3.7646307689242085e-05,0.9837305846356875,1.2622063714356015,0.6858621948330317,0.04071550476641323,3.991023109744363e-05,251733.99731779058,0.07251618136194063,1.8011432051102618,0.12848704599654898,False,5390360.750147151,207075.82774391328,2.2737367544323206e-13,1.599198204416119e-17,0.0040216234551131436,0.05158876160505921
-25C,13.2,58.3,0.1924092409240924,-23.915107823803393,-23.910768018262246,0.483,0.5337618123862509,-23.975881513790767,-23.854967526360298,0.00022051289252734244,0.002191275606551995,0.0021244836375122087,0.0006052211227337793,0.3916,0.41799037049396487,5.668256577230271e-05,1.0995434453865003e-05,4.343923684255159e-06,1.2394853384356916e-05,2.1459198251215232e-08,3.4916364216770175,2.8148655331868055,4.3684413983963335,135.12632951890055,-1.0716229450939188e-08,-3.7499645663510505e-05,0.9824368406382562,1.2621552266846332,0.6865709174755779,0.041781299061336284,4.119776146811254e-05,251723.66817491647,0.07297946445653662,1.8349787582238057,0.13156378310629357,False,5572848.834164384,176496.22940727646,2.2737367544323206e-13,-1.694743520866404e-17,0.004339805541146546,0.05076181238625088
-25C,13.4,59.7,0.19702970297029704,-23.856667866021947,-23.851332604351057,0.482,0.5327732875121945,-23.916451894035163,-23.807361821776368,0.0002398572371444842,0.002350176742849261,0.0022785592748480474,0.0006760823779719446,0.3916,0.4177685748587063,5.67066081974975e-05,1.0998921638593958e-05,4.34204184192241e-06,1.2398784392596824e-05,2.151865744758333e-08,3.507765324676931,2.813320954929649,4.410946809418327,135.7505180649972,-1.0710329104386666e-08,-3.7351244974251546e-05,0.9811717379128209,1.2620988721162427,0.6867330961715014,0.04255026870752992,4.221972501692979e-05,251612.6494490613,0.07346312058424617,1.869119651986362,0.13472602806181522,False,5712635.378237015,195047.43344465795,2.2737367544323206e-13,-6.179952383167375e-18,0.005335261670889935,0.050773287512194565
-25C,13.6,61.4,0.20264026402640264,-23.796893085124363,-23.788032015821358,0.482,0.5312632492433249,-23.86115985401392,-23.74768184524291,0.00026728166943075087,0.0025350007010202296,0.002458168372269275,0.0006893434516477534,0.3916,0.41757419424265374,5.673062295228951e-05,1.1002010380249676e-05,4.341099423364915e-06,1.2402266246826905e-05,2.1583369263616083e-08,3.5238465195656246,2.811038051226386,4.451830790365421,136.37286030718965,-1.0701561698708412e-08,-3.720883260224588e-05,0.9796984513544857,1.262044435668799,0.6872120893692478,0.043525659261794095,4.343779443211138e-05,251613.04041741055,0.07398149871339599,1.9036316608392798,0.1379743846436336,False,5884672.961888091,272231.3467951363,2.2737367544323206e-13,-1.1072414686508214e-17,0.008861069303005564,0.049263249243324925
-25C,13.8,61.8,0.20396039603960395,-23.73631643148942,-23.72614921717448,0.487,0.5322192369973459,-23.79505375362416,-23.687891522899776,0.00029102653807284046,0.0027112044221372505,0.002629148002634329,0.0007470819753489668,0.3916,0.41734837785239015,5.675586023537054e-05,1.1005757810611469e-05,4.339242089852931e-06,1.2406490622871109e-05,2.164607613223086e-08,3.53985192921493,2.812961810708799,4.489163859789266,136.99226966061778,-1.0709081822875405e-08,-3.708123986684586e-05,0.9782974217813526,1.2619862386854288,0.686159493155764,0.043563759582913815,4.3748949405144645e-05,251520.43354400806,0.07449154502343605,1.9384534003007927,0.14126457141796853,False,5917041.315602674,277947.2031536118,2.2737367544323206e-13,1.6263032587282567e-18,0.010167214314940054,0.04521923699734587
-25C,14.0,62.2,0.20528052805280528,-23.675764553625974,-23.664367530590397,0.493,0.533180107354642,-23.735732116069727,-23.601874658506432,0.0003151503327284503,0.0028957207869436505,0.0028080825140037622,0.0006882033242796361,0.3916,0.417226787517146,5.678065162417606e-05,1.1010003412484992e-05,4.33930470016153e-06,1.2411276574073993e-05,2.1711196331289857e-08,3.555816843369984,2.818138535135493,4.519522848272784,137.6101118384184,-1.0729176812637003e-08,-3.6976414199805517e-05,0.9768327446195104,1.2619334578070267,0.6851179987258463,0.04359131551081859,4.403621571963745e-05,251565.76239760575,0.07500401069351775,1.973660785723267,0.14460296853229895,False,5949301.730429736,164182.08780926367,4.547473508864641e-13,1.952919163189515e-17,0.011397023035577547,0.04018010735464206
-25C,14.2,61.8,0.20396039603960395,-23.61572340777317,-23.599686823400475,0.498,0.5356365746235179,-23.67476028491538,-23.556718112375734,0.00034355057604294075,0.0030841678255497406,0.002991121523047045,0.0007022807158013607,0.3916,0.41702849153540555,5.6805393267226654e-05,1.1013360721787855e-05,4.338269218908518e-06,1.2415061177288125e-05,2.1778166007894756e-08,3.571736604315514,2.8279391814849615,4.54387644347413,138.22620658701038,-1.0767151914037091e-08,-3.68983845524843e-05,0.97533609125592,1.2618761077584182,0.6831480848031739,0.04304768225762007,4.3766074106399213e-05,251549.37648755693,0.0755440262754281,2.009243997223496,0.1480427358625274,False,5895706.710900039,282619.897139784,2.2737367544323206e-13,-1.6398557858843255e-18,0.016036584372695728,0.03763657462351788
