case,time_s,current_A,current_density_A_cm2,temperature_experiment_C,temperature_model_C,voltage_experiment_V,voltage_model_V,temperature_min_C,temperature_max_C,ice_fraction_average,ice_fraction_max,ice_fraction_ccl_average,liquid_fraction_max,gas_porosity_min,gas_porosity_ccl_average,d_h2_effective_average_m2_s,d_o2_effective_average_m2_s,d_o2_effective_ccl_average_m2_s,d_water_cathode_average_m2_s,d_liquid_capillary_cathode_average_m2_s,lambda_pem_average,lambda_pem_min,lambda_pem_max,membrane_water_average_kg_m3,anode_pem_water_flux_kg_m2_s,pem_cathode_water_flux_kg_m2_s,active_area_factor,reversible_voltage_V,activation_loss_V,ohmic_loss_V,concentration_loss_V,limiting_current_A_m2,exchange_current_density_A_m2,hydration_activity_factor,effective_exchange_current_density_A_m2,transport_limited,electrochemical_heat_average_W_m3,phase_change_heat_average_W_m3,current_residual_max_A_m2,water_balance_residual_kg_m2_s,temperature_error_C,voltage_error_V
-25C,2.0,2.0,0.006600660066006602,-24.982691313305594,-24.983846944884817,0.8,0.7676542030863552,-24.985670885649142,-24.982864484066823,0.0,0.0,0.0,0.0,0.3916,0.4207,5.62587946067319e-05,1.0923316055844665e-05,4.35427026805192e-06,1.2313556281133986e-05,2.0372370424522306e-08,2.999944601648436,2.979068639727744,3.020927954653648,116.09785608379447,-1.1349796015169649e-08,4.551791422853566e-10,1.0,1.263143495090628,0.49377579737446403,0.0017120998832379113,1.3947465706795048e-06,253035.52133542535,0.06473978502724248,0.999926137577208,0.06473500318986934,False,143922.63406414277,0.0,1.4210854715202004e-14,-1.224227306578481e-22,-0.0011556315792233818,-0.03234579691364481
-25C,2.2,2.1,0.006930693069306931,-24.98128060254649,-24.982345927805767,0.8,0.76409801630119,-24.984141508990945,-24.98137108966563,0.0,0.0,0.0,0.0,0.3916,0.4207,5.625938895520116e-05,1.0923431632436746e-05,4.35431699116932e-06,1.231368656747415e-05,2.037386101247938e-08,2.999939539537697,2.9786627544844593,3.0213287439756646,116.09766018010887,-1.1348227121898179e-08,2.5212117599161886e-10,1.0,1.2631422129249754,0.49724507649184113,0.0017976556557220808,1.4644762221815328e-06,253040.02820701888,0.06475068179418184,0.9999193884872083,0.06474546214376811,False,151873.1838605579,0.0,1.4210854715202004e-14,9.26442286059391e-22,-0.001065325259276051,-0.035901983698810036
-25C,2.4,2.0,0.006600660066006602,-24.97987381754257,-24.980764747658526,0.8,0.7676691813865404,-24.982581658078374,-24.97978557234768,0.0,0.0,0.0,0.0,0.3916,0.4207,5.626001615151497e-05,1.0923553647331275e-05,4.354365047827989e-06,1.2313824111537076e-05,2.0375435004901355e-08,2.9999345434161997,2.978831768318451,3.021148143335152,116.09746683020691,-1.1348884332498703e-08,4.579094763643679e-10,1.0,1.2631408313607686,0.4937582518181023,0.0017120034202081067,1.394735917852246e-06,253040.59602691137,0.0647621623530958,0.9999127274112678,0.06475651039153535,False,143919.6078422912,0.0,1.4210854715202004e-14,-3.407984123718474e-22,-0.0008909301159576444,-0.032330818613459655
-25C,2.6,2.0,0.006600660066006602,-24.97850927496316,-24.979303947562414,0.8,0.7676762449373734,-24.981067977058814,-24.978350949661518,0.0,0.0,0.0,0.0,0.3916,0.4207,5.626059447582421e-05,1.0923665891372445e-05,4.3544112253139415e-06,1.2313950641183483e-05,2.0376882541944898e-08,2.999929458350687,2.9788647145623304,3.0211041833016763,116.09727003817156,-1.1349012979181603e-08,4.589365190964768e-10,1.0,1.2631395616364505,0.49374996637577523,0.0017119555968440408,1.3947264579360082e-06,253043.80137450818,0.06477277054109976,0.999905947784947,0.06476667851855525,False,143918.18071961272,0.0,1.4210854715202004e-14,2.3822801641527197e-22,-0.0007946725992553638,-0.032323755062626636
-25C,2.8,2.0,0.006600660066006602,-24.977148517484267,-24.977835963205195,0.8,0.767683373344434,-24.979574647509708,-24.97690327132031,0.0,0.0,0.0,0.0,0.3916,0.4207,5.626117644334431e-05,1.0923778795214862e-05,4.3544569931335e-06,1.2314077914605844e-05,2.037833880899482e-08,2.9999243728415594,2.9788745101808676,3.0210840560058045,116.09707322896836,-1.1349052799102054e-08,4.5950257500083164e-10,1.0,1.2631383144019015,0.4937416378571653,0.001711908475995459,1.3947243067218278e-06,253045.68823371912,0.06478343252515463,0.9998991676016598,0.06477690025628041,False,143916.74049335564,0.0,1.4210854715202004e-14,-9.926167350636332e-23,-0.0006874457209278262,-0.032316626655566005
-25C,3.0,2.2,0.007260726072607261,-24.97571482158716,-24.976309361748804,0.8,0.7607253506535315,-24.97806622801778,-24.97537951672558,0.0,0.0,0.0,0.0,0.3916,0.4207,5.6261782458673425e-05,1.092389648120747e-05,4.35450349723103e-06,1.2314210578815693e-05,2.037985710733742e-08,2.99991933142439,2.9781318243948944,3.021825864872644,116.09687812612391,-1.134618183187642e-08,5.364791930564496e-11,1.0,1.2631368513890808,0.5005269171242267,0.0018830493705403592,1.5342407821545848e-06,253043.281746584,0.06479452197347024,0.9998924462373882,0.06478755307883537,False,159854.79644552647,0.0,0.0,-1.164670302474663e-21,-0.0005945401616429535,-0.039274649346468515
-25C,3.2,2.1,0.006930693069306931,-24.974246642735693,-24.974660245335684,0.8,0.7641350459121841,-24.97648090411886,-24.973703433800665,0.0,0.0,0.0,0.0,0.3916,0.4207,5.626243744549173e-05,1.0924023993111535e-05,4.354552527897597e-06,1.2314354319507547e-05,2.0381502568494405e-08,2.999914400208228,2.9780515004402144,3.021897864814231,116.0966872880584,-1.1345875496373893e-08,2.5648801182772927e-10,1.0,1.263135353514671,0.49720143870399214,0.00179740439433658,1.464504158199705e-06,253043.03738142256,0.06480650336727607,0.9998858718290938,0.06479910711958393,False,151865.32830903426,0.0,1.4210854715202004e-14,7.610061635487855e-22,-0.0004136025999912363,-0.03586495408781598
-25C,3.4,2.0,0.006600660066006602,-24.972859460034414,-24.973116767248655,0.8,0.7677061833842149,-24.974918128287243,-24.972168907778354,0.0,0.0,0.0,0.0,0.3916,0.4207,5.626304906299939e-05,1.0924142842888697e-05,4.35460039443723e-06,1.2314488295619988e-05,2.0383035798458896e-08,2.999909403219049,2.9784193826211074,3.0215157102308727,116.09649390457716,-1.1347301117910254e-08,4.6263593889849365e-10,1.0,1.2631340740969585,0.4937147327644319,0.0017117632016037175,1.3947467080532515e-06,253046.43570686405,0.06481771912545863,0.9998792097638064,0.06480988977785593,False,143912.13194365602,0.0,1.4210854715202004e-14,-4.1028158382630173e-22,-0.00025730721424110925,-0.03229381661578512
-25C,3.6,2.1,0.006930693069306931,-24.97147613020391,-24.97165567416107,0.8,0.7641496056780123,-24.97340217552494,-24.970738060100132,0.0,0.0,0.0,0.0,0.3916,0.4207,5.626362767261574e-05,1.0924255056386694e-05,4.354646672233565e-06,1.2314614790835912e-05,2.0384483216212063e-08,2.999904339080866,2.9782076362668777,3.021719072505903,116.09629792242953,-1.1346482276364857e-08,2.583769357577842e-10,1.0,1.263132773325154,0.49718440157061017,0.001797301584894753,1.4644916368700285e-06,253048.26369960888,0.06482833788889787,0.9998724582083659,0.06482006956653485,False,151862.23956498425,0.0,1.4210854715202004e-14,1.1911400820763599e-21,-0.00017954395715946703,-0.03585039432198778
-25C,3.8,2.1,0.006930693069306931,-24.970058275261835,-24.970107369795556,0.8,0.7641571012070433,-24.971863812939944,-24.96919373539282,0.0,0.0,0.0,0.0,0.3916,0.4207,5.62642420935633e-05,1.0924374381890117e-05,4.35469402558381e-06,1.2314749303221588e-05,2.03860228779401e-08,2.9998993410208357,2.978083453417624,3.021834648236405,116.09610449750633,-1.1346004393130345e-08,2.588954878789102e-10,1.0,1.2631314210923867,0.49717560433274416,0.0017972510549362196,1.4644976630095456e-06,253048.8010584897,0.0648395922383777,0.99986579478245,0.06483089042679549,False,151860.64944526867,0.0,1.4210854715202004e-14,9.926167350636332e-22,-4.909453372192729e-05,-0.03584289879295677
-25C,4.0,2.0,0.006600660066006602,-24.968682752618605,-24.968595711098118,0.8,0.7677280295997211,-24.970333574326133,-24.967693638199364,0.0,0.0,0.0,0.0,0.3916,0.4207,5.626484142573678e-05,1.092449072370934e-05,4.354740911834194e-06,1.231488045218144e-05,2.038752393201137e-08,2.999894321019303,2.978373951809639,3.0215305884253314,116.09591022344699,-1.1347130717873356e-08,4.6459455031106664e-10,1.0,1.2631300707320547,0.49368902780491614,0.0017116185782918155,1.3947491256350326e-06,253050.60630310958,0.06485058196645388,0.9998591021375938,0.064841444658079,False,143907.7181254043,0.0,1.4210854715202004e-14,1.3234889800848443e-22,8.70415204872188e-05,-0.03227197040027896
-25C,4.2,1.9,0.006270627062706271,-24.96738747680149,-24.96719621692381,0.8,0.7714769350398819,-24.96886202443551,-24.96633142899796,0.0,0.0,0.0,0.0,0.3916,0.4207,5.6265395557203526e-05,1.0924598038941494e-05,4.3547857118712875e-06,1.2315001425715867e-05,2.0388908207372206e-08,2.999889211152403,2.9789203609971353,3.020966775097552,116.095712471598,-1.1349245340349655e-08,6.771601557793412e-10,1.0,1.263128908595682,0.49002465669415657,0.0016259918720281027,1.324989615481267e-06,253054.59415457485,0.06486075780181752,0.9998522897191151,0.0648511772010642,False,135992.77336059103,0.0,7.105427357601002e-15,5.293955920339377e-23,0.00019125987768120467,-0.02852306496011814
-25C,4.4,2.0,0.006600660066006602,-24.966095779823718,-24.965836286874293,0.8,0.7677413544266989,-24.9674446461849,-24.9650095991731,0.0,0.0,0.0,0.0,0.3916,0.4207,5.626593461353577e-05,1.0924702318187779e-05,4.354829003097983e-06,1.2315118976866223e-05,2.0390253429176716e-08,2.9998840546717775,2.9788775085716463,3.0209995623216064,116.09551291579777,-1.1349079892645933e-08,4.6503252792870733e-10,1.0,1.263127714353471,0.4936734396688931,0.0017115255214054847,1.3947364734654385e-06,253055.71474055637,0.06487064738289945,0.9998454151910185,0.06486061936626526,False,143905.0259719509,0.0,1.4210854715202004e-14,-3.2425480012078685e-22,0.0002594929494250664,-0.03225864557330116
-25C,4.6,2.0,0.006600660066006602,-24.964769517915357,-24.964388542118286,0.801,0.7677483400047187,-24.96600518942961,-24.963567618595306,0.0,0.0,0.0,0.0,0.3916,0.4207,5.626650950264291e-05,1.092481381578514e-05,4.3548733102673265e-06,1.2315244665066883e-05,2.0391692298247354e-08,2.9998789665176275,2.9788601978790097,3.0210070863005485,116.09531600423216,-1.1349015142609156e-08,4.6506123816686223e-10,1.0,1.2631264479580229,0.4936652329527298,0.0017114802582334691,1.3947423409664104e-06,253056.1262701517,0.06488117710146603,0.99983863178931,0.0648707073420097,False,143903.61460293128,0.0,1.4210854715202004e-14,2.6138907356675675e-22,0.0003809757970714145,-0.033251659995281346
-25C,4.8,2.0,0.006600660066006602,-24.96344694944014,-24.96294756751678,0.8,0.7677552318891826,-24.96456327652467,-24.962132045943463,0.0,0.0,0.0,0.0,0.3916,0.4207,5.626708137721133e-05,1.0924924772871965e-05,4.354917600519721e-06,1.2315369743964761e-05,2.0393124201037188e-08,2.9998738784415244,2.9788569334753667,3.0210002038035446,116.09511909568697,-1.1349004485445245e-08,4.6565492691715915e-10,1.0,1.2631251284400271,0.49365706687469096,0.0017114349277690417,1.3947483846014723e-06,253056.49894143298,0.06489165915461619,0.999831848526167,0.06488074752648987,False,143902.2221637957,0.0,1.4210854715202004e-14,1.6543612251060553e-23,0.0004993819233618524,-0.032244768110817446
-25C,5.0,2.0,0.006600660066006602,-24.962128058921877,-24.961512563845105,0.8,0.7677621401677966,-24.963122297599682,-24.960704070473582,0.0,0.0,0.0,0.0,0.3916,0.4207,5.626765068533031e-05,1.0925035259302476e-05,4.354961837331495e-06,1.2315494292304608e-05,2.039455005363683e-08,2.999868790114101,2.978855654663334,3.020991261592615,116.09492217741573,-1.1349001431041956e-08,4.662421199787146e-10,1.0,1.263123861226881,0.49364893666855586,0.001711389640171728,1.3947503566234314e-06,253057.6041599722,0.06490209933550295,0.9998250649624895,0.06489074568432118,False,143900.8264123793,0.0,1.4210854715202004e-14,2.150669592637872e-22,0.0006154950767722767,-0.0322378598322034
-25C,5.2,2.2,0.007260726072607261,-24.960736299164267,-24.96002381078827,0.801,0.7608035728615061,-24.961662091103165,-24.95920993174184,0.0,0.0,0.0,0.0,0.3916,0.4207,5.626824184851934e-05,1.092515011356941e-05,4.355006901575842e-06,1.2315623764387337e-05,2.0396032553837168e-08,2.9998637457876365,2.9781057537864593,3.0217403839364967,116.09472696198152,-1.1346102537306743e-08,6.085616998052933e-11,1.0,1.2631224768948799,0.500434889265672,0.0018824805026911827,1.5342650105525113e-06,253055.88883490264,0.0649129322105961,0.9998183400932809,0.06490114013338585,False,159837.4119941981,0.0,0.0,-5.823351512373315e-22,0.0007124883759956901,-0.04019642713849392
-25C,5.4,2.0,0.006600660066006602,-24.95934843859746,-24.958444258304212,0.801,0.7677769134493274,-24.960132721922093,-24.957606185117584,0.0,0.0,0.0,0.0,0.3916,0.4207,5.6268868964106885e-05,1.0925272203699339e-05,4.355054111818947e-06,1.2315761393261072e-05,2.0397608684197933e-08,2.999858789745496,2.9783945661284954,3.021438484406566,116.0945351631507,-1.1347224052429569e-08,4.680136515782707e-10,1.0,1.263121074796494,0.49363146919914624,0.00171129737718376,1.3947708366005155e-06,253057.01694626996,0.06492442762027865,0.9998117329538012,0.06491220449006443,False,143897.84161257997,0.0,1.4210854715202004e-14,1.3234889800848443e-22,0.0009041802932472365,-0.03322308655067263
-25C,5.6,1.9,0.006270627062706271,-24.958079068740886,-24.957045652739993,0.801,0.7715259919852638,-24.9586738921692,-24.95623418422022,0.0,0.0,0.0,0.0,0.3916,0.4207,5.62694226032498e-05,1.092537960266559e-05,4.355098563710137e-06,1.2315882461186667e-05,2.039899451435647e-08,2.9998537011043367,2.9789719873931437,3.020844317294105,116.09433823273781,-1.134945947611363e-08,6.811291207230592e-10,1.0,1.2631199559835278,0.48996695191834366,0.0016256870732615912,1.3250066587723746e-06,253061.6879707869,0.06493460774104617,0.9998049490742296,0.06492194218569174,False,135983.35744968423,0.0,7.105427357601002e-15,5.293955920339377e-22,0.0010334160008937943,-0.029474008014736208
-25C,5.8,2.0,0.006600660066006602,-24.95681320218958,-24.95572009525449,0.801,0.767790091826066,-24.957272579715976,-24.95494936661916,0.0,0.0,0.0,0.0,0.3916,0.4207,5.626994739459914e-05,1.0925481187089958e-05,4.355141234241285e-06,1.2315996974537772e-05,2.0400305214794812e-08,2.999848542840444,2.978906016656098,3.020899432648792,116.09413860792516,-1.134920337222071e-08,4.690334862663349e-10,1.0,1.2631187829322912,0.4936160909653211,0.0017112053906274355,1.3947502767674455e-06,253063.52398567944,0.06494425752947078,0.9997980724129252,0.06493114349225348,False,143895.17904799248,0.0,1.4210854715202004e-14,-3.738856368739685e-22,0.0010931069350874623,-0.0332099081739341
-25C,6.0,2.0,0.006600660066006602,-24.955512751340308,-24.95429998394488,0.802,0.767796889077509,-24.95585572943517,-24.95353706482632,0.0,0.0,0.0,0.0,0.3916,0.4207,5.62705111662762e-05,1.0925590541137649e-05,4.355184833808827e-06,1.2316120246373351e-05,2.040171677510646e-08,2.9998434531085394,2.9788698238044984,3.0209259486820286,116.09394163530045,-1.1349065668663828e-08,4.691235191610659e-10,1.0,1.2631174951541637,0.4936080503187334,0.001711160997809623,1.3947601116282693e-06,253063.18756656811,0.0649545971272033,0.9997912871487703,0.06494104026803642,False,143893.80572855083,0.0,1.4210854715202004e-14,-1.9852334701272664e-23,0.001212767395429637,-0.034203110922491065
-25C,6.2,2.2,0.007260726072607261,-24.95413946251921,-24.952828664880343,0.797,0.7608380571327407,-24.954415960711373,-24.952058804130388,0.0,0.0,0.0,0.0,0.3916,0.4207,5.62710955720766e-05,1.0925704056602127e-05,4.355229284329438e-06,1.231624820926058e-05,2.0403182302998362e-08,2.9998384075008735,2.978108165846988,3.021686949181162,116.09374637028377,-1.1346121324555267e-08,6.397509007089908e-11,1.0,1.2631161259022505,0.5003943046752253,0.0018822298185571368,1.5342757274651486e-06,253061.45660091398,0.06496531117163001,0.9997845607419632,0.06495131509319307,False,159829.7480564188,0.0,0.0,-1.3234889800848443e-21,0.0013107976388653242,-0.03616194286725938
-25C,6.4,3.7,0.012211221122112212,-24.952105480816925,-24.95076115549142,0.765,0.7225371791323272,-24.95271704958401,-24.94985165742972,0.0,0.0,0.0,0.0,0.3916,0.4207,5.6271921675349516e-05,1.0925865745703527e-05,4.355283821609139e-06,1.2316430476974884e-05,2.040527197489994e-08,3.0002066215171452,2.972041540525203,3.0303168193110133,116.1079962527135,-1.1322658618788197e-08,-2.190119161545247e-06,1.0,1.2631136985722826,0.5374089033766976,0.0031650351835079034,2.5808797500334605e-06,253038.6204372149,0.06498036940489517,1.0002755238191348,0.06499827304444239,False,283120.4774225292,0.0,1.4210854715202004e-14,-2.117582368135751e-21,0.0013443253255047694,-0.042462820867672835
-25C,6.6,5.3,0.01749174917491749,-24.948805143686343,-24.94756646331288,0.739,0.6956534221942205,-24.950218259598813,-24.946320840805072,0.0,0.0,0.0,0.0,0.3916,0.4207,5.627319675541932e-05,1.0926117184143979e-05,4.355364316364561e-06,1.2316713916671394e-05,2.040852284136207e-08,3.0011437638718985,2.9619927974917064,3.043668602918447,116.14426366184246,-1.1283788845002923e-08,-1.3094307104764198e-05,1.0,1.2631104128498518,0.5629213697904898,0.004531923235097064,3.697630044356518e-06,253020.790293493,0.0650036435871517,1.0015258908480844,0.06510283205199348,False,419944.70784155495,0.0,2.842170943040401e-14,7.623296525288703e-21,0.0012386803734614205,-0.04334657780577944
-25C,6.8,6.8,0.022442244224422443,-24.94417356271572,-24.942141510556155,0.717,0.676900641790851,-24.946466475575647,-24.940120786976593,9.434837096301224e-11,3.601099283527302e-09,2.7277533445677954e-09,3.0118292011217276e-08,0.3916,0.42069997446210877,5.627536926203385e-05,1.0926547443813443e-05,4.355488712097794e-06,1.2317198936662427e-05,2.0414089775370835e-08,3.0039559539894354,2.9510042529351805,3.0623994284621587,116.25309541939114,-1.1241335129959827e-08,-4.23401260898584e-05,0.9999999773065448,1.2631037715471298,0.5803904716613086,0.005807912160235112,4.7459347351024716e-06,252954.8454210791,0.06504318353588422,1.0052850475419501,0.06538693836929556,False,551678.9694951529,7.0664813320472994,2.842170943040401e-14,9.020900888258299e-20,0.002032052159563591,-0.040099358209149005
-25C,7.0,9.3,0.0306930693069307,-24.937733762415093,-24.934995347369238,0.698,0.6533663084454626,-24.941181480099203,-24.932020405006625,0.0,0.0,0.0,0.0,0.3916,0.4207,5.627822013785405e-05,1.0927113077034328e-05,4.3556622764700444e-06,1.231783655956597e-05,2.0421406687534918e-08,3.013065715186205,2.935851419505558,3.1067012989308562,116.60564317770611,-1.1182756622779287e-08,1.18565240268627e-08,1.0,1.2630959298081221,0.6018083233742729,0.007914804614530072,6.49337385653541e-06,252901.75424363685,0.06509530265355158,1.017535092992696,0.0662367548389693,False,776612.3411792896,226.84200366541515,5.684341886080802e-14,4.6264939579029885e-18,0.002738415045854481,-0.044633691554537336
-25C,7.2,11.0,0.036303630363036306,-24.92929969214393,-24.92544376030179,0.682,0.6408784425523493,-24.93392239560339,-24.92129281765432,2.0453462073633736e-07,8.25185945506973e-06,5.913403592439061e-06,6.889696827905504e-05,0.3916,0.42064476915473936,5.628201670967026e-05,1.0927807801483525e-05,4.35505834587931e-06,1.231861970349052e-05,2.043101947163183e-08,3.022138728785662,2.9216735907783287,3.1713322112207996,116.9567688040051,-1.1127963836543063e-08,-4.191992139567227e-05,0.9999508045612104,1.2630858620676242,0.6128706539711241,0.009329082155958079,7.683388192821057e-06,252839.0946858056,0.06516502577934406,1.0298466644002293,0.06710668292928103,False,932450.531106056,4719.451552903502,5.684341886080802e-14,3.0222135558033436e-18,0.003855931842139171,-0.04112155744765078
