case,time_s,current_A,current_density_A_cm2,temperature_experiment_C,temperature_model_C,voltage_experiment_V,voltage_model_V,temperature_min_C,temperature_max_C,ice_fraction_average,ice_fraction_max,ice_fraction_ccl_average,liquid_fraction_max,gas_porosity_min,gas_porosity_ccl_average,d_h2_effective_average_m2_s,d_o2_effective_average_m2_s,d_o2_effective_ccl_average_m2_s,d_water_cathode_average_m2_s,d_liquid_capillary_cathode_average_m2_s,lambda_pem_average,lambda_pem_min,lambda_pem_max,membrane_water_average_kg_m3,anode_pem_water_flux_kg_m2_s,pem_cathode_water_flux_kg_m2_s,active_area_factor,reversible_voltage_V,activation_loss_V,ohmic_loss_V,concentration_loss_V,limiting_current_A_m2,exchange_current_density_A_m2,hydration_activity_factor,effective_exchange_current_density_A_m2,transport_limited,electrochemical_heat_average_W_m3,phase_change_heat_average_W_m3,current_residual_max_A_m2,water_balance_residual_kg_m2_s,temperature_error_C,voltage_error_V
-20C,6.0,2.0,0.006,-19.95548786883316,-19.95835624582452,0.802,0.800606291248988,-19.959801414682715,-19.95762930735401,0.0,0.0,0.0,0.0,0.3916,0.4207,5.826762340017731e-05,1.1313352694914786e-05,4.509759445018193e-06,1.2753233946994851e-05,2.5748557053941257e-08,2.999812577559221,2.983185606559875,3.0165006176906486,116.09274675154184,-1.1370799637783265e-08,3.1361992090933153e-09,1.0,1.2587031456684115,0.4566835375849526,0.0014120427126917364,1.2741217791645236e-06,256880.2004124954,0.11246930452473804,0.9997501268294333,0.11244120146302501,False,124773.86753921252,0.0,7.105427357601002e-15,1.852884572118782e-22,-0.0028683769913584456,-0.0013937087510120794
-20C,6.2,2.2,0.005,-19.954115714078767,-19.957247743492047,0.797,0.8141061922398766,-19.958574815350772,-19.9565833581419,0.0,0.0,0.0,0.0,0.3916,0.4207,5.8268068604451674e-05,1.131343843599026e-05,4.509797068722296e-06,1.275333060057084e-05,2.5749813461849888e-08,2.9998062395203067,2.9845266330481732,3.0151340172080694,116.09250146943586,-1.1375988199684737e-08,4.0113940207446485e-09,1.0,1.258702281244039,0.4434183518188292,0.0011766754549839087,1.0617303491659617e-06,256885.4690964498,0.1124827348912454,0.9997416777214138,0.11245367809486669,False,101912.12239977403,0.0,7.105427357601002e-15,4.235164736271502e-22,-0.0031320294132797244,0.017106192239876528
-20C,6.4,3.7,0.01,-19.952086185736107,-19.955922790091563,0.765,0.7625256541888668,-19.957345424177362,-19.955252021471324,0.0,0.0,0.0,0.0,0.3916,0.4207,5.8268605214599104e-05,1.1313542343467746e-05,4.50983632108497e-06,1.2753447732636371e-05,2.5751337840854747e-08,2.9998000279280688,2.9801865681437243,3.019502019895458,116.09226108081626,-1.1359195308471435e-08,8.402520366257141e-10,1.0,1.258700699589707,0.49381960606312936,0.00235331552530611,2.123812404682658e-06,256869.2789957266,0.11249878968029772,0.9997333972287935,0.11246879719121158,False,219612.59437132944,0.0,1.4210854715202004e-14,1.0587911840678754e-21,-0.0038366043554560747,-0.0024743458111332606
-20C,6.6,5.3,0.015,-19.948801165481086,-19.953446724200404,0.739,0.731871773080189,-19.95544007414972,-19.95252134630016,0.0,0.0,0.0,0.0,0.3916,0.4207,5.82696103821154e-05,1.1313740057422152e-05,4.509898964751038e-06,1.2753670610184972e-05,2.5754241823489545e-08,2.999794773752341,2.97206499264473,3.027688948599034,116.09205774421558,-1.1327773523641606e-08,-1.1309204115295547e-06,1.0,1.258698029332681,0.5232931522313335,0.003529917726675255,3.1862944833013933e-06,256850.37777682403,0.11252879847729291,0.9997263930803827,0.1124980098193733,False,343493.2171348996,0.0,2.842170943040401e-14,-2.117582368135751e-21,-0.004645558719317933,-0.007128226919810965
-20C,6.8,6.8,0.02,-19.944201846122212,-19.948906772337182,0.718,0.7098530449525008,-19.952402292493645,-19.947302819985254,0.0,0.0,0.0,0.0,0.3916,0.4207,5.827145875124415e-05,1.1314106006901798e-05,4.510002427879758e-06,1.275408313505294e-05,2.5759620681934012e-08,3.000408163350346,2.9626069095191867,3.0404041064164775,116.11579592165839,-1.129120641231601e-08,-2.959481485700628e-06,1.0,1.2586922525088922,0.5441296747278798,0.004705282887570616,4.2499409409547e-06,256786.44003583377,0.11258383990728406,1.0005443288754154,0.11264512254225074,False,471470.4346786038,0.0,2.842170943040401e-14,4.235164736271502e-22,-0.004704926214969873,-0.008146955047499183
-20C,7.0,9.3,0.025,-19.937825035820026,-19.9429779249933,0.699,0.6926203090092556,-19.948033294479416,-19.940557802549307,0.0,0.0,0.0,0.0,0.3916,0.4207,5.827386023268482e-05,1.1314582476730286e-05,4.510146902013202e-06,1.2754620246495959e-05,2.576662226399016e-08,3.0018796242280876,2.9520400322525004,3.056838570510652,116.17274145762697,-1.1250342577041033e-08,-5.43151674374386e-06,1.0,1.2586858274817405,0.5601822276054491,0.005877976967835035,5.313899200819448e-06,256746.30209190937,0.11265575758096594,1.0025085219462355,0.11293835702122758,False,602525.0160627062,0.0,2.842170943040401e-14,0.0,-0.005152889173274389,-0.006379690990744313
-20C,7.2,11.0,0.032,-19.929496322579922,-19.93543978247996,0.682,0.6733382513629016,-19.942232771768687,-19.93210286533565,0.0,0.0,0.0,0.0,0.3916,0.4207,5.8276907875277474e-05,1.131518692435575e-05,4.510337127919662e-06,1.2755301623819209e-05,2.5775504029398796e-08,3.0047348978056827,2.939020571660813,3.0805980100173653,116.2832405450799,-1.119999238833969e-08,-8.961010555882173e-06,1.0,1.2586777624210528,0.5778175681837141,0.007515138689800936,6.804184636165595e-06,256698.674792565,0.1127472576829113,1.00632815897829,0.11346074025389499,False,790118.6396200537,0.0,5.684341886080802e-14,0.0,-0.005943459900038306,-0.008661748637098454
-20C,7.4,11.7,0.038,-19.92003469485607,-19.925850054072555,0.667,0.6599328656042591,-19.93468421409068,-19.921426879594776,0.0,0.0,0.0,0.0,0.3916,0.4207,5.8280782090023675e-05,1.1315954798642572e-05,4.5105834588601115e-06,1.2756167227560717e-05,2.578678829946468e-08,3.0093315045333773,2.9259882699101523,3.1091703065716483,116.46112922544168,-1.114959804315282e-08,-1.011740490476407e-05,1.0,1.2586677503957333,0.5898188639889507,0.008907937984148693,8.082818374865343e-06,256647.97312305242,0.11286376004583897,1.0125001778351583,0.11427457711755659,False,953858.3136528361,0.0,5.684341886080802e-14,8.470329472543003e-21,-0.005815359216484239,-0.007067134395740915
-20C,7.6,13.3,0.04,-19.909472025613894,-19.915222311554402,0.653,0.6562168521639966,-19.925549059788125,-19.909922365889514,0.0,0.0,0.0,0.0,0.3916,0.4207,5.828506189908654e-05,1.1316800940622453e-05,4.510875785927877e-06,1.2757121060338039e-05,2.579922012608027e-08,3.013666738151639,2.9180013544356513,3.1254665642387067,116.62890276646841,-1.1118712581747172e-08,-2.298184778141807e-05,1.0,1.258657945430418,0.5930724329670418,0.00936015092940221,8.509369977389367e-06,256634.37927007687,0.11299300320430458,1.0183472159606417,0.11506611023613544,False,1008611.1390707112,0.0,5.684341886080802e-14,6.776263578034403e-21,-0.005750285940507638,0.0032168521639965864
-20C,7.8,14.9,0.046,-19.897330862705047,-19.90356192742135,0.64,0.6452234445935335,-19.9154483711917,-19.897402880054898,4.571155805256125e-10,1.4792134417051758e-08,1.3215899129001554e-08,1.2371597535355805e-07,0.3916,0.42069987625139826,5.8289759050013135e-05,1.1317728032882217e-05,4.511197401850657e-06,1.2758166146158135e-05,2.5812845739133196e-08,3.0188845922792638,2.908325355250136,3.142280147673912,116.83083372120747,-1.1081307380934564e-08,-4.203099348469187e-05,0.9999998900507604,1.2586460954096825,0.602671348686128,0.010741513174531602,9.788955489297074e-06,256592.8953252465,0.11313496201033069,1.025418207570084,0.11601063720286009,False,1175381.7431496005,62.09750687839097,5.684341886080802e-14,1.8689781981166137e-18,-0.006231064716303081,0.005223444593533522
-20C,8.0,16.4,0.05,-19.88363509283107,-19.89021638186503,0.628,0.6400974341536402,-19.90381899061512,-19.883126965501845,0.0,0.0,0.0,0.0,0.3916,0.4207,5.829513390734344e-05,1.1318788918770332e-05,4.511572418749162e-06,1.2759362053886557e-05,2.582843821738019e-08,3.036935792155837,2.9009133840978882,3.227698496968306,117.52941515643084,-1.1052655342556903e-08,1.2324783183267642e-08,1.0,1.258633104804147,0.6069293795079791,0.011595648146488986,1.0642996038854045e-05,256558.31804438884,0.11329763954921233,1.0501647128291658,0.1189811831014209,False,1285433.9850724817,171.30441896236132,5.684341886080802e-14,2.7816561987831223e-18,-0.006581289033960047,0.012097434153640174
-20C,8.2,18.2,0.056,-19.868254150812646,-19.8763144055159,0.616,0.6305260803883899,-19.8910310434932,-19.868554349965933,1.8767020490339624e-09,5.8474952618225205e-08,5.4258279594636764e-08,2.1736161784271887e-07,0.3916,0.42069974405560995,5.8300727884046244e-05,1.1319888211349373e-05,4.511972441240986e-06,1.2760601256430204e-05,2.5844600895960302e-08,3.0369257243490537,2.893371660773522,3.1973093632420317,117.52902553230837,-1.102348711728758e-08,-4.181803937971294e-05,0.9999995486000763,1.2586207506997051,0.615099212869894,0.012983535207281903,1.1922234139363942e-05,256557.71966523168,0.11346733026668594,1.0501507872099654,0.11915775241434876,False,1456092.424188864,138.13394860278478,1.1368683772161603e-13,5.178759439512792e-18,-0.008060254703252667,0.014526080388389873
-20C,8.4,19.6,0.061,-19.851221578230565,-19.859760410990276,0.606,0.6250274684905994,-19.876600439154146,-19.85095080487369,0.0,0.0,0.0,0.0,0.3916,0.4207,5.8307399682851075e-05,1.1321203354165942e-05,4.512440523009099e-06,1.2762083781059788e-05,2.5863941974233076e-08,3.0548871714270875,2.8871079741909527,3.280495419766459,118.22413353422826,-1.0999285728368673e-08,1.25291072744965e-08,1.0,1.2586037254190292,0.6195156251243895,0.01404763943609291,1.2992367947396427e-05,256488.0614371786,0.11366969930417939,1.0752159051081887,0.12221946862071888,False,1596367.4448140014,252.50174319482525,1.1368683772161603e-13,-1.531435568635775e-18,-0.008538832759711568,0.019027468490599442
-20C,8.6,21.4,0.066,-19.83252215544735,-19.84249840681764,0.595,0.6182254207442721,-19.860734937589314,-19.832867563993375,2.7083145719094096e-09,8.327037253675356e-08,7.830144872945165e-08,3.0953052752525614e-07,0.3916,0.42069963064045274,5.8314352916021064e-05,1.1322567388656257e-05,4.512935285131501e-06,1.2763621419939782e-05,2.5884013628955507e-08,3.054877038608884,2.8815705975677184,3.2480270838836196,118.2237413941638,-1.0977875475964566e-08,-4.162176873530863e-05,0.9999993485737898,1.2585883820069468,0.6251555737198078,0.015193327846483244,1.4059696383716528e-05,256487.16766685146,0.1138810797792986,1.075201639556006,0.12244504392914729,False,1740958.7459711675,205.0824316283412,1.1368683772161603e-13,-1.3484764520288461e-18,-0.009976251370289901,0.02322542074427214
-20C,8.8,23.8,0.074,-19.81157153000359,-19.82267021370339,0.586,0.6099538308720597,-19.84317128346956,-19.811920813200487,0.0,0.0,0.0,0.0,0.3916,0.4207,5.832234201307178e-05,1.1324140706272016e-05,4.51350444689657e-06,1.2765394977979362e-05,2.5907168281615247e-08,3.0727542884052057,2.873504451714774,3.333082632671401,118.91559096128145,-1.0946696847418929e-08,1.273261978843863e-08,1.0,1.2585682377788219,0.631675766930549,0.016922867864801388,1.577211141178773e-05,256413.9149044774,0.1141243337812216,1.10059190691072,0.12560431814119016,False,1970719.8198796322,333.0323922554681,1.1368683772161603e-13,2.8223137802513287e-18,-0.011098683699799494,0.02395383087205971
-20C,9.0,25.1,0.078,-19.7886399100623,-19.801310901808165,0.576,0.6053091599922749,-19.823672401416417,-19.789513590569186,4.288319466004854e-09,1.1298413701691765e-07,1.0711302103037682e-07,4.1998178412581313e-07,0.3916,0.42069949473156415,5.833095359200515e-05,1.1325828571776622e-05,4.514111953055726e-06,1.2767297662730008e-05,2.5932031714426267e-08,3.072744090588714,2.868118373976172,3.3008010662762515,118.91519630578323,-1.0925877986749037e-08,-4.1417541670092494e-05,0.9999991088769812,1.2585490610031367,0.6353936653832322,0.01782960768492409,1.662794270546091e-05,256404.93919192307,0.11438691030293686,1.1005772964637104,0.12589152430710804,False,2088334.4205877737,225.90775246001934,1.1368683772161603e-13,3.1213164106320967e-18,-0.012670991745864058,0.029309159992274902
-20C,9.2,26.7,0.083,-19.764193545311173,-19.77865515506113,0.568,0.6015226040006381,-19.80284519346,-19.76617406970655,1.7848332396274109e-06,5.025114468932316e-05,4.9195870034473e-05,0.00018639880718194962,0.3916,0.4204683329793902,5.8339996291547476e-05,1.1327338490848684e-05,4.5112176346051325e-06,1.2768999753320337e-05,2.595756818332872e-08,3.090576397109756,2.863476756074065,3.378357610874991,119.60530656814754,-1.0907944044679843e-08,-4.1130227736661276e-05,0.9995907764092504,1.2585282032596738,0.6381400248754445,0.018847873638398085,1.7700745193189805e-05,256352.92634271074,0.11466603601737668,1.1263488379197304,0.1291011035712297,False,2231821.9733072245,18427.106937908633,1.1368683772161603e-13,-3.3745792618611326e-18,-0.014461609749957915,0.03352260400063811
-20C,9.4,27.8,0.09,-19.738355627919475,-19.75380873174518,0.559,0.5959699338059451,-19.77994875855265,-19.740032869078675,5.820940499202382e-10,1.5430296107980903e-08,0.0,1.2905358860690318e-07,0.3916,0.4207,5.835006039265988e-05,1.1329588621962767e-05,4.515510295235756e-06,1.2771536264758028e-05,2.5987436426492262e-08,3.1082623934005125,2.8579552196046225,3.4305151838076737,120.28975462459981,-1.0886611447540848e-08,1.3109683761336016e-08,1.0,1.2585034509285788,0.6422102009283214,0.020304115559898313,1.920063441405286e-05,256319.01019121477,0.11497287708260653,1.1523533719706518,0.1324893825913089,False,2435344.534969848,396.6956466704848,1.1368683772161603e-13,6.532318089225164e-18,-0.015453103825706194,0.03696993380594504
-20C,9.6,29.4,0.092,-19.711132557521893,-19.727444879638995,0.551,0.5940272325943693,-19.756797331439373,-19.712907500075772,1.7321930000407115e-06,3.531374936700096e-05,3.530756170055598e-05,0.00013126737862663505,0.3916,0.4205334483036726,5.8360595397240615e-05,1.1331380120647963e-05,4.513710976369628e-06,1.2773555772366796e-05,2.6017299565147592e-08,3.108252059071695,2.85712347829396,3.3907575833929755,120.2893546860746,-1.0883417289827844e-08,-4.10792327957992e-05,0.9997062907001745,1.2584801928203182,0.6436928600140543,0.020740468219877652,1.963199201692485e-05,256294.6824222106,0.11529928946975106,1.152338046701725,0.13282473469233133,False,2494934.0251398236,17621.499648811812,1.1368683772161603e-13,-2.7223638924753213e-18,-0.016312322117101985,0.04302723259436925
-20C,9.8,30.9,0.097,-19.682289826550175,-19.700318669864117,0.544,0.5909209682338431,-19.7298646921316,-19.68479693625528,3.6375173304343317e-06,8.951589746416437e-05,8.843449098870546e-05,0.000228958030408015,0.3916,0.42038751722027823,5.837155119810604e-05,1.133341289507323e-05,4.512150039202189e-06,1.2775847263537097e-05,2.604874679689789e-08,3.125899069671855,2.8548519821037885,3.467919964524868,120.97229399630078,-1.0874650020037649e-08,-4.078961021121291e-05,0.9992644654442083,1.2584542679219277,0.6457857265935567,0.021726865504805824,2.0707589722012193e-05,256240.3223453045,0.11563603676973391,1.1787312188688912,0.13620355040694057,False,2639751.0278946194,21587.02423093802,1.1368683772161603e-13,-1.5043305143236374e-18,-0.01802884331394239,0.04692096823384306
-20C,10.0,32.7,0.102,-19.651711527514692,-19.672347836343732,0.538,0.5880142482483666,-19.70307080452912,-19.650108974547237,5.086190414793658e-06,0.00014086999001499144,0.00013849251150492586,0.00019102592810565886,0.3916,0.42037543328568794,5.838284027446457e-05,1.1335633460425271e-05,4.512752668849467e-06,1.2778350446297578e-05,2.6081514899162262e-08,3.1434609712663404,2.8535411926442005,3.5108754022544293,121.65193958800735,-1.086959945353432e-08,-4.0626275291729524e-05,0.9988482902000893,1.2584297973377474,0.6476962267521045,0.022697543766935196,2.1778570341123946e-05,256251.54465508435,0.11598422345369534,1.2054446434677109,0.1396515373924926,False,2784895.827323741,18589.88946367191,1.1368683772161603e-13,-7.77237432400546e-18,-0.020636308829040217,0.05001424824836653
-20C,10.2,34.1,0.106,-19.619464591518124,-19.642755012609143,0.531,0.5861952108860343,-19.675014772465374,-19.623247203518957,6.553123391490444e-06,0.00018684903615840342,0.00018308577161708025,0.00017099843439685213,0.3916,0.42035115352061103,5.839475808323396e-05,1.1337938898224574e-05,4.513279609815603e-06,1.2780949303453157e-05,2.611600228228831e-08,3.1609525326939187,2.854545289470486,3.5488802505227754,122.32886301525465,-1.0873508678592831e-08,-4.048234687315444e-05,0.9984776525849633,1.2584025594314985,0.6487520206556887,0.02343268869093917,2.2639198836284163e-05,256227.23784799394,0.11635365839815785,1.2324998578761122,0.14318755388749826,False,2900009.416776258,16383.21487721919,2.2737367544323206e-13,-1.1838132470826102e-17,-0.023290421091019198,0.055195210886034296
-20C,10.4,35.9,0.113,-19.58555566752341,-19.611048280939457,0.525,0.5810825512825837,-19.64547201595937,-19.59331398663963,3.8165584858735486e-06,9.820327788767527e-05,8.217151516735429e-05,0.00018747452103334969,0.3916,0.42043038183330533,5.840748487035526e-05,1.134022641751788e-05,4.515476017084299e-06,1.2783527961565611e-05,2.615180740662062e-08,3.1696620407156217,2.853316261425916,3.535382746735098,122.66592097569455,-1.0868771822488372e-08,-4.052648601402843e-05,0.999316551119543,1.2583718417287941,0.6523794052293871,0.024885739813259613,2.414540356376507e-05,256176.03582929916,0.11675069297378413,1.2461399420545798,0.1453882683702835,False,3109203.2967575155,34938.556994087485,0.0,2.2971533529536625e-18,-0.02549261341604847,0.05608255128258366
-20C,10.6,37.4,0.117,-19.54993045199214,-19.57819027893194,0.52,0.5795342272497142,-19.61406778398276,-19.544987313752415,6.874981541499459e-06,0.00016640501579315764,0.00014887876393181662,0.00025364464758575404,0.3916,0.42030315919743705,5.842077001735802e-05,1.1342759540894791e-05,4.514570970302581e-06,1.278638348246322e-05,2.6190119992027928e-08,3.1871106269189786,2.8538558734711637,3.6005420614180452,123.34118126176445,-1.0870884488103533e-08,-4.0283231535265394e-05,0.9987619646073026,1.2583431160138607,0.6531815666680266,0.02560231618721452,2.5005908905450857e-05,256169.88893498274,0.11716346809341077,1.2738067173014147,0.1490588438050851,False,3224808.552549233,18338.00470269634,2.2737367544323206e-13,-2.6359665318553827e-17,-0.028259826939802224,0.05953422724971413
-20C,10.8,39.6,0.126,-19.512346954953415,-19.54298674379956,0.513,0.5740293971072963,-19.58085946619306,-19.523170908959514,8.812686532425123e-06,0.00022981183427946757,0.00021044486725170768,0.000257508724493456,0.3916,0.42024032862531463,5.8434988889972604e-05,1.1345595876522597e-05,4.514427633120912e-06,1.2789580806261837e-05,2.6232002418190327e-08,3.2044342010130995,2.849988323464484,3.6493650975444933,124.01160357920693,-1.085594313217317e-08,-4.010018941999013e-05,0.9982503160098041,1.2583088740758603,0.6568530119533176,0.027399519337514697,2.6945677731814e-05,256096.4077505179,0.11760720887074254,1.3017285031278012,0.15282479219119993,False,3494101.4987597396,23674.950650705407,2.2737367544323206e-13,-2.6969529040576923e-18,-0.03063978884614471,0.06102939710729627
-20C,11.0,40.5,0.131,-19.473188116194308,-19.505331664900694,0.511,0.571960660439305,-19.545897134235275,-19.4851118190833,1.4549447172835242e-05,0.00032179857293655685,0.00030056276712021407,0.0003419307175955862,0.3916,0.4200644538760638,5.844992864704527e-05,1.1347859468615194e-05,4.512948735153975e-06,1.2792132491893495e-05,2.6274055461417398e-08,3.2216992024773448,2.848732559431926,3.6892509347105915,124.67975913587324,-1.0851113745201394e-08,-3.9958271888590776e-05,0.9975017230501498,1.2582758635343794,0.6579799531424099,0.02830722514256632,2.802481009815349e-05,256069.491771246,0.11808357462243674,1.3300101015290056,0.1566599868138839,False,3641051.529918918,46260.45690969701,2.2737367544323206e-13,-1.3566079683224874e-17,-0.03214354870638658,0.06096066043930504
-20C,11.2,41.9,0.134,-19.432962161201402,-19.467327324285122,0.507,0.5715230864166655,-19.508730731094857,-19.428839691091014,1.7008588334344557e-05,0.0003903915187045957,0.00036682600427373176,0.0002550593141819548,0.3916,0.4200868620906502,5.846551447017921e-05,1.1351231235938433e-05,4.514117495486498e-06,1.279593339323969e-05,2.632038940477671e-08,3.2389030873627336,2.851101272319975,3.7247969435344794,125.34554948093778,-1.0860309739175876e-08,-3.9822800189335975e-05,0.9969515438065082,1.258240896999408,0.6579191422958784,0.0287699948004982,2.867348636594605e-05,256061.4333502155,0.1185661709983928,1.3586475033944903,0.16059855752698046,False,3726229.152744622,21712.85101715896,2.2737367544323206e-13,2.910405206765776e-18,-0.03436516308372006,0.06452308641666549
-20C,11.4,43.8,0.143,-19.39104885190491,-19.427033433910935,0.504,0.566695611648793,-19.470614116854335,-19.40083122523319,2.3101927969441924e-05,0.0004845486531006669,0.0004588751766945413,0.0003791431178807787,0.3916,0.41987276716013455,5.848174790893907e-05,1.1353663979749525e-05,4.511973068409751e-06,1.2798675758990374e-05,2.63652473029808e-08,3.256033808945534,2.848653264782127,3.7668847353555726,126.00850840619218,-1.0850858718352662e-08,-3.9674227593260305e-05,0.9961876241378782,1.2582023592472342,0.660964070996432,0.03051205539823589,3.062120377337352e-05,255964.51294200702,0.11907983652298033,1.3876201701486224,0.16460763524427766,False,3997628.635880703,22486.833897823886,2.2737367544323206e-13,2.204657355113493e-17,-0.0359845820060265,0.062695611648793
-20C,11.6,45.4,0.144,-19.34733006577775,-19.382912034705015,0.501,0.567816870261873,-19.43061888813068,-19.358294200028524,3.461645454661485e-05,0.0006029677405553149,0.0005750080759990224,0.0004402557634588228,0.3916,0.419693306450766,5.849872897108662e-05,1.13559038983181e-05,4.510673375588981e-06,1.280120075810404e-05,2.6414777961086053e-08,3.2731153665033608,2.85304806656142,3.7990975788205557,126.66956468368002,-1.0867898400205529e-08,-3.956320185666326e-05,0.9952244291185727,1.2581638545331915,0.6597869989514469,0.030529140561991717,3.084475787984085e-05,255935.94403732457,0.11964465946876263,1.4169686222501199,0.16872311272638083,False,4020641.894162544,107282.3817475911,2.2737367544323206e-13,3.916680348103885e-18,-0.035581968927264285,0.066816870261873
-20C,11.8,47.1,0.15,-19.301939615369232,-19.340215197375755,0.498,0.565397553778434,-19.388186202704134,-19.31653175313096,4.420355765149563e-05,0.0007121387887465754,0.0006816991062764781,0.000492071369859109,0.3916,0.41953607923403924,5.851611874729023e-05,1.1358492027714865e-05,4.509275316745456e-06,1.2804118285787664e-05,2.646283712739007e-08,3.290134521503063,2.8545502077565046,3.8360228553757647,127.32820598216853,-1.0873727670929503e-08,-3.943246402487123e-05,0.9943401314998915,1.2581236926695094,0.6610927528759403,0.03160123902201878,3.2146993116263746e-05,255873.6628128872,0.1201936081256782,1.4466704187871717,0.1728963964262885,False,4199276.6125875395,132286.42765327127,2.2737367544323206e-13,4.87890977618477e-18,-0.03827558200652348,0.06739755377843404
-20C,12.0,48.3,0.154,-19.25513738408463,-19.29737686836907,0.495,0.5644590889935013,-19.345218245551763,-19.240006491579294,5.3769185989373086e-05,0.000826061066298892,0.0007927449200126908,0.00042380006231770634,0.3916,0.41949447890294755,5.853394065906508e-05,1.1362042064505593e-05,4.509916988018923e-06,1.280812014544267e-05,2.6514374817095804e-08,3.3071119505329296,2.8576973162909267,3.869696810882687,127.98523248562438,-1.0885934999490339e-08,-3.930922979269441e-05,0.9934203370218533,1.2580865085125477,0.6613548377352982,0.032239572533531984,3.300925021620213e-05,255898.0812673616,0.12074672027437881,1.476762201269851,0.17714094513810663,False,4315681.061983494,18125.00722647829,2.2737367544323206e-13,2.2595450900955716e-17,-0.042239484284440465,0.06945908899350128
-20C,12.2,50.9,0.162,-19.206363781584567,-19.252468587179692,0.493,0.5609161310521991,-19.301766718644274,-19.194425655686217,6.078565126544481e-05,0.0009310217139204181,0.0008946001479147324,0.0003905492433096807,0.3916,0.4194267867596025,5.8552114962566584e-05,1.1365658944186068e-05,4.510252245496611e-06,1.2812197355264293e-05,2.6568469608070934e-08,3.32403630185825,2.85676999657,3.9088902144119717,128.64020488191426,-1.088236832914605e-08,-3.9165270327696116e-05,0.992577204370547,1.2580459327518714,0.6633871346369868,0.033707930354201096,3.473670848441576e-05,255890.06343064609,0.12132909003025272,1.5072247375276826,0.18151279771039172,False,4557440.672468435,28350.637645074745,2.2737367544323206e-13,-5.875020522155827e-18,-0.04610480559512453,0.06791613105219907
-20C,12.4,52.2,0.167,-19.155564528274223,-19.203316117546223,0.49,0.5594916923722125,-19.25589870921158,-19.177173928997604,6.674530284235654e-05,0.0010318696142020544,0.000992398248178423,0.00045652066688235595,0.3916,0.4192636738489433,5.857173325114061e-05,1.1368682301999092e-05,4.509000709704699e-06,1.2815605504071706e-05,2.6624091084988288e-08,3.3408830146560677,2.8571702805594463,3.947642391781601,129.29217266718982,-1.08839508406779e-08,-3.902711258475239e-05,0.9917681374941137,1.257998615281826,0.6639333143349431,0.034537773174910476,3.583539976005957e-05,255775.33035081124,0.12196948045596212,1.5380131730515312,0.1860464470680263,False,4705383.7579994025,94261.42537908994,2.2737367544323206e-13,-8.267041565201971e-18,-0.04775158927199996,0.06949169237221253
-20C,12.6,53.9,0.172,-19.103318246367817,-19.153435006316954,0.489,0.5581309522942368,-19.20826072936103,-19.096361397251712,7.657285714766538e-05,0.0011505582000549415,0.0011076766989295557,0.0004416640876425578,0.3916,0.419163813911751,5.859153488833203e-05,1.137253174039058e-05,4.5090531723259244e-06,1.2819944870985748e-05,2.6684694897562812e-08,3.357685869321346,2.8584685533704914,3.983565355823613,129.9424431427361,-1.0889006692849045e-08,-3.8897877450673335e-05,0.9908150639756248,1.2579555827541313,0.6644324768219153,0.03535523840249488,3.6915235484305004e-05,255802.66543597594,0.12262256436434747,1.5691889203385487,0.19065062264530205,False,4853427.49327797,79299.94918138719,2.2737367544323206e-13,5.0076587841674236e-18,-0.050116759949137446,0.06913095229423682
-20C,12.8,55.7,0.176,-19.049313542595623,-19.10306142177629,0.487,0.5574511989490941,-19.158081393666492,-19.071246854583592,8.303485898920535e-05,0.0012591416707951933,0.0012127548375071402,0.0004447194528145219,0.3916,0.41905839878226386,5.8612342354544955e-05,1.1376559635422523e-05,4.5086905241761495e-06,1.2824485407203572e-05,2.6744707764029318e-08,3.3744188317514645,2.8605970833346803,4.019944450800607,130.59000878878166,-1.0897272473928484e-08,-3.8766620990330394e-05,0.9899468942453618,1.2579077315830023,0.6644614284054797,0.03595731056722495,3.7793661203436847e-05,255738.79279504842,0.12328538270347754,1.6007036139775312,0.19535944399968838,False,4969959.8709813105,24045.694806346346,2.2737367544323206e-13,2.981555974335137e-19,-0.05374787918066559,0.07045119894909413
-20C,13.0,56.5,0.18,-18.994126214383098,-19.049602534498945,0.486,0.5568139564138302,-19.108173923940058,-19.017465207159233,9.576594951910003e-05,0.0013869417134886493,0.0013369523141384565,0.00047553797545527607,0.3916,0.4189013848345251,5.863313171937693e-05,1.1379520741996418e-05,4.508008463314796e-06,1.2827823381886872e-05,2.680571491124799e-08,3.3911094965283906,2.8639359773990147,4.05323419080324,131.2359375156487,-1.0910224695281016e-08,-3.865036889464088e-05,0.9889214580594634,1.2578617995641677,0.6644592534957342,0.036549926968342694,3.8662686260479545e-05,255746.02110514574,0.12399242683665564,1.6326091770728348,0.20018853169047798,False,5086424.48256843,113452.32116922324,2.2737367544323206e-13,5.990217002982412e-18,-0.055476320115847244,0.07081395641383026
