时间_s,实验电流密度_A_cm2,实验电压_V,模型电压_V,电压相对误差_%,实验平均温度_C,模型平均温度_C,温度相对误差_%,模型最大冰体积分数,模型冰质量_kg_m2,步内耦合迭代次数
4.4,0.006600660066006601,0.8,0.8007345641229299,0.09182051536622826,-24.966095779823718,-24.96386813198788,0.008922692019943744,0.00016164541699452807,1.6804657550751138e-06,3
4.6,0.006600660066006601,0.801,0.8008951039277531,0.013095639481517058,-24.964769517915357,-24.962503924652907,0.009075161943010893,0.00017320503955157928,1.8006395911782182e-06,3
4.8,0.006600660066006601,0.8,0.8010517779209835,0.13147224012292902,-24.96344694944014,-24.961152546528893,0.00919105008171984,0.00018494491020121703,1.9226872864518523e-06,3
5.0,0.006600660066006601,0.8,0.8012046999307246,0.15058749134057303,-24.962128058921877,-24.959805358619036,0.009304896991788382,0.00019685284306505764,2.0464821565043394e-06,3
5.2,0.007260726072607262,0.801,0.7958240950866075,0.6461803886882137,-24.960736299164267,-24.958362604967505,0.009509712246918673,0.00020896556355330672,2.1724059987001766e-06,3
5.4,0.006600660066006601,0.801,0.8002304073955697,0.09607897683274964,-24.95934843859746,-24.95694288177077,0.009637899132685018,0.0002212692267945168,2.300314881755797e-06,3
5.6,0.006270627062706271,0.801,0.8026726398275091,0.20881895474520507,-24.958079068740886,-24.95567167935394,0.009645731870289626,0.00023367879270463614,2.4293247289573976e-06,3
5.8,0.006600660066006601,0.801,0.7999259029348909,0.13409451499490535,-24.95681320218958,-24.954374852183008,0.009770277906944753,0.0002461871015663812,2.5593611078840987e-06,3
6.0,0.006600660066006601,0.802,0.8001072417586013,0.2360047682542125,-24.955512751340308,-24.95303262349273,0.009938196310725527,0.0002588115214770127,2.690604577275024e-06,3
6.2,0.007260726072607262,0.797,0.7947718303612399,0.2795695908105593,-24.95413946251921,-24.951603883858184,0.01016095411678385,0.0002715922900813792,2.8234734476860184e-06,3
6.4,0.012211221122112212,0.765,0.7620122294978473,0.3905582355755175,-24.952105480816925,-24.94933537793142,0.01110167992691406,0.0002849275805607426,2.96210712750948e-06,3
6.6,0.01749174917491749,0.739,0.7357148170389933,0.44454437902661176,-24.948805143686343,-24.945617893137097,0.012775163102560149,0.0002995252594083855,3.1138645968095757e-06,3
6.8,0.022442244224422443,0.717,0.7151842845074226,0.2532378650735591,-24.94417356271572,-24.940541078185333,0.014562456925070206,0.00031604533711325646,3.2856073246294143e-06,3
7.0,0.030693069306930696,0.698,0.6852777229032133,1.8226758018318967,-24.937733762415093,-24.93351083258048,0.016933895737454966,0.00033531959664805284,3.4859825267531577e-06,3
7.2,0.036303630363036306,0.682,0.6677442082230146,2.0902920494113544,-24.92929969214393,-24.92449878734513,0.01925808128622177,0.00035817167487520104,3.72355273200259e-06,3
7.4,0.03861386138613861,0.666,0.6619964196999985,0.6011381831834213,-24.919705504326544,-24.914601590058624,0.020481438944107824,0.0003849367390101837,4.00180233874987e-06,3
7.6,0.043894389438943894,0.652,0.6475137742021877,0.6880714413822587,-24.908982315549736,-24.903573295875162,0.021715137158360157,0.0004159032526772941,4.3237302148331496e-06,3
7.8,0.049174917491749175,0.64,0.6340727626317195,0.9261308387938267,-24.896636929588254,-24.890857821025122,0.023212406476732183,0.00045155657090559123,4.694382111134526e-06,3
8.0,0.05412541254125412,0.627,0.6224600450846737,0.7240757440711846,-24.882691534413823,-24.876600181754924,0.02448028040083381,0.0004923251921494763,5.1182126975859556e-06,4
8.2,0.06006600660066006,0.616,0.608986726643768,1.1385184019857193,-24.86700926364557,-24.860612195092415,0.025725122331087983,0.0005386567330099442,5.59987539637138e-06,4
8.4,0.0646864686468647,0.606,0.5997796447793279,1.0264612575366505,-24.849623367961243,-24.843016945460732,0.026585604146533614,0.0005909445048258338,6.143459072169369e-06,4
8.6,0.07062706270627062,0.595,0.5879208313362503,1.1897762460083514,-24.830517238907476,-24.823721465184406,0.027368635367858937,0.0006495552284917352,6.75277615540008e-06,4
8.8,0.07854785478547854,0.586,0.5722222931241122,2.3511445180695825,-24.809083042265087,-24.80199104209558,0.028586305094086495,0.0007150712691239898,7.433880913812997e-06,4
9.0,0.08283828382838285,0.576,0.5658282859416033,1.765922579582756,-24.78560115538272,-24.7784347527994,0.02891357178870188,0.0007879154023222975,8.191168522542605e-06,4
9.2,0.08811881188118811,0.567,0.5577104081369929,1.638375989948332,-24.760557849606982,-24.753423305428356,0.028814149592108648,0.0008682894715969449,9.02673734672184e-06,4
9.4,0.09174917491749175,0.559,0.5536368204479789,0.9594238912381299,-24.734082700046457,-24.72707831689499,0.02831875043198979,0.0009563335871655015,9.942043972172555e-06,4
9.6,0.09702970297029702,0.551,0.5465112386014895,0.8146572411089854,-24.70618374642231,-24.699264840079962,0.028004755462693813,0.0010521783866863327,1.0938446507991116e-05,4
9.8,0.10198019801980197,0.544,0.540559680588757,0.6324116564784943,-24.676618257056532,-24.66975286092648,0.027821462643445594,0.0011560418507224962,1.201821108011107e-05,4
10.0,0.10792079207920793,0.537,0.533202477107287,0.7071737230378152,-24.645266879677138,-24.638401788779618,0.027855615972984797,0.0012681753103556243,1.3183950526457071e-05,4
10.2,0.11254125412541255,0.53,0.5288143225004438,0.22371273576532563,-24.61220124892796,-24.605391979478554,0.0276662350536489,0.0013887890616069846,1.443785108446621e-05,4
10.4,0.11848184818481848,0.525,0.5225069743089199,0.4748620363962132,-24.57742986140724,-24.570626214652975,0.02768249891314908,0.0015180791829971048,1.57819511864379e-05,4
10.6,0.12343234323432342,0.519,0.5183880484384097,0.11790974211759715,-24.540898144457884,-24.534111857035867,0.02765297089808986,0.0016562525407176145,1.721840141330032e-05,4
10.8,0.1306930693069307,0.512,0.5109586987158409,0.2033791570623311,-24.50235605068204,-24.495452258757837,0.028176032990141472,0.001803598190042869,1.8750206783685666e-05,4
11.0,0.13366336633663367,0.51,0.5107629277109172,0.14959366880730163,-24.46220453496042,-24.45538804523096,0.027865394223637954,0.0019602413827232027,2.0378669414790415e-05,4
11.2,0.1382838283828383,0.506,0.508271981043661,0.4490081113954541,-24.420975736585007,-24.414255285798617,0.027519173921954614,0.002126106552822374,2.2103003723141395e-05,4
11.4,0.14455445544554454,0.502,0.5037588772379366,0.35037395178018954,-24.378023532253277,-24.371197380263908,0.028001252769066964,0.002301363679684966,2.392497681400491e-05,4
11.6,0.14983498349834984,0.499,0.5010479132820673,0.41040346334014555,-24.33322688490878,-24.32628739743933,0.028518566412384195,0.002486219338701858,2.5846736245144514e-05,4
11.8,0.15544554455445544,0.496,0.49825659870434097,0.45495941619777686,-24.286726192652562,-24.279679373806857,0.029015103928815122,0.0026808180521088925,2.7869784469724047e-05,4
12.0,0.1594059405940594,0.493,0.49785266700998104,0.9843137951280019,-24.238793124763728,-24.23172974154599,0.029140820590282557,0.0028851983969089903,2.9994522534265868e-05,4
12.2,0.167986798679868,0.491,0.49222707821457823,0.24991409665544537,-24.18884372555021,-24.181513393756802,0.030304597758285874,0.0030996127346565663,3.2223573989489666e-05,4
12.4,0.1722772277227723,0.489,0.4919783174561907,0.6090628744766267,-24.136822357348986,-24.129365405512004,0.03089450519451495,0.003324320410049847,3.455963498287821e-05,4
12.6,0.17788778877887787,0.487,0.49052336891659576,0.7234843771243882,-24.083334638990944,-24.07583336408689,0.03114716054275158,0.003559346841153411,3.7002969760630863e-05,4
12.8,0.18382838283828384,0.485,0.4890274124707207,0.8303943238599367,-24.028091352111485,-24.02046343999328,0.03174580954610787,0.0038048359457975582,3.955507449251142e-05,4
13.0,0.18646864686468648,0.484,0.49099113272051786,1.444448909197909,-23.97206515145214,-23.964117562065525,0.033153544913223504,0.004060705519320468,4.2215094578855586e-05,4
13.2,0.1924092409240924,0.483,0.4899812576525139,1.4453949591126076,-23.915107823803393,-23.906506858589097,0.03596456799469143,0.004326878914055165,4.49822331905175e-05,4
13.4,0.19702970297029704,0.482,0.49037872327451654,1.7383243308125629,-23.856667866021947,-23.847313254149356,0.039211728666915684,0.004603428926413825,4.785724711899812e-05,4
13.6,0.20264026402640264,0.482,0.4901202619843141,1.6847016564966997,-23.796893085124363,-23.78664843432918,0.04305037114944738,0.004890399387672072,5.0840592034238854e-05,4
13.8,0.20396039603960395,0.487,0.49341995852184284,1.3182666369287168,-23.73631643148942,-23.725392713815694,0.04602111580900103,0.005187590729347466,5.393019322229626e-05,4
14.0,0.20528052805280528,0.493,0.49666234101461676,0.7428683599628328,-23.675764553625974,-23.664276969387856,0.04852043621272958,0.005494504306867929,5.7120866774199e-05,4
14.2,0.20396039603960395,0.498,0.5011627092408696,0.6350821768814433,-23.61572340777317,-23.603712685335438,0.05085900707060054,0.005810482837430975,6.040577957793242e-05,4
14.4,0.20495049504950497,0.504,0.5044903995907062,0.0973015060924962,-23.556281726726432,-23.543600350627003,0.05383437100364416,0.006134889430635875,6.377831052089056e-05,4
14.6,0.20396039603960395,0.509,0.508674875128371,0.06387522035934315,-23.49729072261521,-23.483883168511454,0.0570600000741926,0.006467154297519181,6.723253607700941e-05,4
14.8,0.2042904290429043,0.513,0.5122629569644039,0.1436731063540106,-23.438836456163635,-23.424685115658377,0.06037561007656786,0.0068066980830024945,7.076243327089393e-05,4
15.0,0.20495049504950497,0.518,0.5155588782426137,0.4712590265224538,-23.38058274915206,-23.36562856300452,0.06395985210455729,0.007153100818320165,7.436363610725643e-05,4
15.2,0.20363036303630364,0.522,0.5195264108188198,0.47386765922993024,-23.322819635001103,-23.30712754312154,0.06728213880287182,0.007505850708948085,7.80308239702243e-05,4
15.4,0.20396039603960395,0.526,0.5228428299723649,0.6002224387139086,-23.265589416555734,-23.249168189467895,0.07058160785797302,0.007864446517015906,8.175878599089737e-05,4
15.6,0.20462046204620463,0.53,0.5258962339482611,0.7742954814601697,-23.20850888645389,-23.191320426092716,0.07406102841535078,0.00822856515345527,8.554416333532098e-05,4
15.8,0.2042904290429043,0.534,0.5293134654726899,0.8776281886348613,-23.151690602514655,-23.133804958920905,0.0772541578100036,0.008597857284829579,8.93833243330883e-05,4
16.0,0.20462046204620463,0.537,0.5323843777916519,0.8595199643106335,-23.095187632930894,-23.076651566172956,0.08025943349128149,0.008971973151060202,9.327263287842187e-05,4
16.2,0.20495049504950497,0.541,0.5353781747072279,1.039154397924604,-23.038873830681062,-23.019709531937508,0.08318244582785571,0.009350634725337996,9.72091986046138e-05,4
16.4,0.20462046204620463,0.544,0.5385426810342718,1.0031836334059205,-22.98286846618742,-22.963136200365057,0.08585641018392859,0.00973353468988369,0.00010118982663603085,4
16.6,0.2042904290429043,0.547,0.5416260444591962,0.9824415979531786,-22.92729165430827,-22.90703160824981,0.08836650383279561,0.010120338416091931,0.00010521103817369171,4
16.8,0.20528052805280528,0.551,0.5440987453850176,1.252496300359796,-22.87190540335211,-22.851086094996447,0.09102568408057064,0.010510830072942647,0.00010927058943831176,4
17.0,0.2042904290429043,0.553,0.5472107757283,1.0468759984991016,-22.81683375588846,-22.795492233939626,0.09353410809388163,0.010904760333698891,0.00011336588842913367,4
17.2,0.2042904290429043,0.556,0.5499820010548662,1.0823739109953028,-22.76225949314371,-22.740414490663795,0.09597027257550572,0.011301824596569596,0.00011749376850593754,4
17.4,0.2042904290429043,0.559,0.5526819940005794,1.1302336313811578,-22.7080085728985,-22.685612521792507,0.09862622270066447,0.011701810983676248,0.00012165202698629827,4
17.6,0.20462046204620463,0.562,0.5551797722377223,1.2135636587682832,-22.654031005856346,-22.631048268737146,0.10145098288802933,0.012104545985129328,0.0001258388600614045,4
17.8,0.20462046204620463,0.565,0.557744860566888,1.284095474887072,-22.60033293053433,-22.576736126902034,0.10440909744481605,0.012509867821413783,0.0001300525858714177,4
18.0,0.20396039603960395,0.568,0.5604198873168583,1.3345268808347936,-22.54709490393045,-22.52286466791392,0.10746500212009324,0.012917553519279597,0.0001342908863864307,4
18.2,0.20396039603960395,0.57,0.5628548023459287,1.2535434480826824,-22.494319256264866,-22.46939096214527,0.11082039796627512,0.013327395179769153,0.00013855160028888012,4
18.4,0.20396039603960395,0.573,0.565227921589116,1.356383666820944,-22.44189059649994,-22.416179497488912,0.11456743762504679,0.013739247046522518,0.0001428332122956481,4
18.6,0.20462046204620463,0.576,0.5673023864914964,1.510002345226304,-22.38969288344855,-22.363117509874286,0.118694676664859,0.01415302130459558,0.00014713480948257566,4
18.8,0.20462046204620463,0.578,0.5695593670119043,1.4603171259680985,-22.33772431628201,-22.310233759715032,0.12306784781536459,0.01456863607593876,0.00015145554064545936,4
19.0,0.2042904290429043,0.581,0.5718462283720238,1.5755200736619877,-22.28614879188662,-22.257715734102106,0.1275817461779931,0.014985942886939213,0.00015579386225262007,4
19.2,0.20462046204620463,0.583,0.5738773289584889,1.564780624615969,-22.23489570715181,-22.205456490150596,0.13240096733058274,0.015404827345308974,0.0001601485850818321,4
19.4,0.20462046204620463,0.585,0.5759684427257584,1.5438559443147937,-22.183894497065342,-22.153401423168162,0.13745590929137205,0.015825206836082482,0.00016451885026791348,4
19.6,0.20495049504950497,0.588,0.5778977443121209,1.718070695217523,-22.133131483182286,-22.1015574013733,0.1426552850552507,0.01624700432959465,0.000168903857010466,4
19.8,0.20462046204620463,0.59,0.579972416798832,1.699590373079309,-22.08265084366322,-22.049986775173977,0.14791733438386717,0.01667012396019162,0.00017330260869015206,4
20.0,0.2042904290429043,0.592,0.5819968122236454,1.6897276649247568,-22.032555083259656,-21.998798891539025,0.15321051776822195,0.01709442825595622,0.0001777136761489209,4
20.2,0.20462046204620463,0.594,0.5837811320498678,1.7203481397528892,-21.98272118085227,-21.94783740794807,0.15868723720420563,0.017519837126209723,0.00018213622676407627,4
20.4,0.2042904290429043,0.597,0.5857100541464572,1.8911132082986293,-21.933143394571392,-21.89712333676576,0.16422660973687936,0.017946275894947673,0.00018656948420387603,4
20.6,0.20462046204620463,0.599,0.5874041190107857,1.9358732870140682,-21.883818503603056,-21.84665280385761,0.16983187709826839,0.01837367493472176,0.00019101272462136742,4
20.8,0.20495049504950497,0.601,0.5890554199945883,1.9874509160418725,-21.83463263290547,-21.796298060515852,0.17556774613119772,0.01880201741267029,0.00019546577302212035,4
21.0,0.20396039603960395,0.603,0.5910224495428814,1.986326775641554,-21.785811570033804,-21.746330579426996,0.18122340992388863,0.019231191459303718,0.00019992746641092144,4
21.2,0.20462046204620463,0.605,0.5924899827263004,2.067771450198282,-21.737299602768264,-21.69663518663299,0.18707206910878899,0.019661116811765276,0.0002043969703751118,4
21.4,0.2042904290429043,0.607,0.5942013581670174,2.1085077154831344,-21.68898623797968,-21.647096284656783,0.1931392867479609,0.0200917667208281,0.0002088740068297289,4
21.6,0.2042904290429043,0.609,0.5957861975755275,2.1697540926884162,-21.64098507389527,-21.597858869819106,0.19928022651882257,0.02052306815838766,0.0002133578165745981,4
21.8,0.20462046204620463,0.611,0.5972353529073545,2.2528063981416473,-21.593186240135555,-21.54877255385935,0.2056838012801094,0.020955001120777278,0.00021784819165160057,4
22.0,0.2042904290429043,0.612,0.5988286146655789,2.1521871461472353,-21.545646741446735,-21.499919924713595,0.21223227727565305,0.021387522913081297,0.00022234468820439318,4
22.2,0.20495049504950497,0.614,0.6001090598677393,2.2623680997167206,-21.498308932752384,-21.45122410643731,0.21901641874418243,0.021820617770463898,0.00022684714234174266,4
22.4,0.20396039603960395,0.616,0.6017999280710357,2.305206481974729,-21.451284187809865,-21.40281861055024,0.22593322075871325,0.02225422290657859,0.00023135490133679106,4
22.6,0.2042904290429043,0.618,0.6031044837726856,2.410277706685185,-21.404627680535885,-21.354737668849708,0.23308049282980037,0.02268825573610115,0.00023586710663250758,4
22.8,0.20396039603960395,0.62,0.6045540230679226,2.491286601947966,-21.358229171658213,-21.3068430095299,0.24059186609207006,0.023122687344293374,0.0002403834576312739,4
23.0,0.2042904290429043,0.621,0.6057916576502062,2.4490084299184938,-21.312088706372425,-21.259154148906276,0.24837808342230056,0.02355749077127972,0.000244903674058224,4
23.2,0.20396039603960395,0.623,0.6071746522771598,2.5401842251749867,-21.266206060636467,-21.211670458797215,0.2564425534284492,0.02399264087984148,0.00024942749458683203,4
23.4,0.20495049504950497,0.625,0.6081660039197591,2.693439372838551,-21.22047182966283,-21.1642657093889,0.26486743897637377,0.02442816231951946,0.0002539551754737243,4
23.6,0.2042904290429043,0.626,0.6095714593725405,2.6243675123737162,-21.17494042273778,-21.117024252237684,0.2735127907982476,0.0248640540297809,0.00025848670569360223,4
23.8,0.20363036303630364,0.628,0.6109461486657767,2.7155814226470265,-21.129882648592105,-21.070237541227925,0.2822784601132353,0.025300194803434494,0.000263020825176505,4
24.0,0.20495049504950497,0.629,0.6117599101592127,2.740872788678424,-21.084971661439756,-21.02347640095192,0.2916544611738672,0.02573661588950066,0.0002675578587872489,4
24.2,0.20726072607260726,0.628,0.6122831252440845,2.5026870630438762,-21.03972045804669,-20.976258564951763,0.30162897468847716,0.026173562817508617,0.00027210035905081957,4
24.4,0.2118811881188119,0.625,0.6121783131321747,2.051469898852041,-20.9935880236675,-20.928083711585657,0.3120205655555138,0.026611504954555696,0.000276653205507561,4
24.6,0.21683168316831683,0.622,0.6119916370061709,1.6090615745705985,-20.946137632283794,-20.87859086608634,0.32247838424084446,0.027051072285198513,0.00028122294747692377,4
24.8,0.22277227722772278,0.62,0.6115619089397105,1.3609824290789478,-20.89714987229651,-20.82763899006636,0.3326333143750805,0.027492948377996863,0.0002858166913376554,4
25.0,0.23102310231023102,0.618,0.6105849467201308,1.1998468090403307,-20.84607449451768,-20.774672790435545,0.3425187034657898,0.027938011024756532,0.0002904435626133689,4
25.2,0.23564356435643566,0.615,0.6105138483544382,0.7294555521238641,-20.793127964504222,-20.720063139062773,0.3513892934539592,0.028386982498720622,0.0002951110700566996,4
25.4,0.23795379537953792,0.613,0.6109845320584353,0.3287875924249116,-20.739304365166774,-20.66487169714432,0.35889664721574976,0.02884010345695878,0.0002998217155385435,4
25.6,0.24356435643564356,0.612,0.6106727980645699,0.21686306134479122,-20.68444133260952,-20.60870084381665,0.36617130516096685,0.02929767041708143,0.00030457858165597855,4
25.8,0.24884488448844885,0.61,0.6104439344705135,0.07277614270713052,-20.628044964751677,-20.551027930735216,0.3733608015110683,0.029760176243238852,0.0003093867922247111,4
26.0,0.25412541254125415,0.609,0.6102191977445722,0.20019667398558988,-20.570174815109123,-20.49202357082521,0.3799250370323005,0.03022805643546914,0.0003142508747031372,4
26.2,0.2597359735973597,0.607,0.6099261974956308,0.48207536995565625,-20.51077977170034,-20.431623572096385,0.38592486724063735,0.030701741094915684,0.0003191753004227435,4
26.4,0.264026402640264,0.606,0.6099205610196534,0.6469572639692137,-20.450032031776924,-20.370026098112646,0.3912264466870197,0.03118155911423682,0.000324163488551606,4
26.6,0.2706270627062706,0.605,0.6094249750302544,0.7314008314470095,-20.38777017795298,-20.30701430148369,0.396099601694638,0.031667889281752085,0.0003292193769730947,4
26.8,0.2778877887788779,0.604,0.6088074882256133,0.7959417592074962,-20.32349729324134,-20.242074058154316,0.40063594327389895,0.03216130117027742,0.00033434888696620403,4
27.0,0.2838283828382838,0.603,0.6084720003237248,0.9074627402528784,-20.25733151630505,-20.175439303755297,0.40425962562659806,0.032662277758872295,0.0003395570395812364,4
27.2,0.28844884488448846,0.602,0.6084019545699993,1.0634476029899282,-20.1897284342133,-20.107585918941396,0.40685299725332896,0.03317107702489033,0.0003448465167507599,4
27.4,0.29042904290429045,0.601,0.6088430978189194,1.3050079565589774,-20.12136771867504,-20.039156850546107,0.40857495016420114,0.03368765098070524,0.00035021681959541165,4
27.6,0.29636963696369634,0.6,0.6085013369782292,1.4168894963715317,-20.052033092838517,-19.96975992972915,0.4102983609115934,0.034212051057156016,0.00035566848279019396,4
27.8,0.30198019801980197,0.599,0.6082264469960842,1.5403083465916887,-19.981118691238922,-19.898762685641458,0.41216914262951176,0.03474458968825265,0.0003612047543990746,4
28.0,0.3066006600660066,0.6,0.6081376133941242,1.3562688990207037,-19.90885815897312,-19.82654491683752,0.4134503419449097,0.03528546201120254,0.00036682766306846164,4
28.2,0.3066006600660066,0.602,0.6089000088439541,1.146180871088728,-19.836208529025814,-19.75411215869252,0.41387128096159786,0.03583444122854983,0.0003725348510120041,4
28.4,0.3066006600660066,0.605,0.6096426771673722,0.7673846557640019,-19.763953378596828,-19.68211854953097,0.41406103069682687,0.03639097926413837,0.0003783206204299825,4
28.6,0.30594059405940593,0.607,0.6104877331168924,0.5745853569839264,-19.692204466298566,-19.610507542774428,0.41486936449372624,0.03695451700740289,0.0003841791588089604,4
28.8,0.30627062706270625,0.609,0.6111314188476393,0.349986674489219,-19.62090667810404,-19.53918185108509,0.4165191158579315,0.03752455719067115,0.00039010529655421735,4
29.0,0.30627062706270625,0.611,0.6118188074371603,0.13401103717845178,-19.549949608231007,-19.468027083945003,0.41904212505750993,0.038100684251957284,0.0003960947134833479,4
29.2,0.30627062706270625,0.613,0.612488809858735,0.0833915401737348,-19.479387922099225,-19.397126433001745,0.4223001740427106,0.03868248668024998,0.0004021431315278788,4
29.4,0.3069306930693069,0.615,0.6130200479868714,0.3219434167688807,-19.40911016805217,-19.326345443552185,0.42642204502613984,0.03926962887248569,0.0004082470617583612,4
29.6,0.30462046204620463,0.617,0.6140812352790781,0.4730574912353154,-19.339497843925674,-19.256131860347097,0.4310659162474673,0.03986162960899841,0.00041440150141514747,4
29.8,0.3069306930693069,0.619,0.6142742545785669,0.7634483717985645,-19.270273103489163,-19.18609725227816,0.4368171159741517,0.04045816042155048,0.0004206030357424389,4
30.0,0.30594059405940593,0.621,0.6150612620765016,0.9563185061994229,-19.201219651155416,-19.11605082005218,0.443559485546068,0.04105901122309697,0.0004268494806753161,4
30.2,0.3066006600660066,0.622,0.6155295251160147,1.040269273952626,-19.132607189561188,-19.046345136420854,0.4508640787200151,0.041663865911699634,0.0004331375500180294,4
30.4,0.3066006600660066,0.624,0.6161049985558505,1.265224590408566,-19.064267970717342,-18.976740254987305,0.45911920596415773,0.04227250188663578,0.00043946492961346556,4
30.6,0.30594059405940593,0.625,0.6167868242893361,1.3141081137062294,-18.996414435413133,-18.90750944034781,0.46800934654061355,0.04288461542189541,0.00044582846192602467,4
30.8,0.30594059405940593,0.627,0.6173334221187592,1.5417189603254884,-18.929041300230782,-18.83860554975803,0.4777619164032938,0.043499923325105286,0.0004522252028877945,4
31.0,0.30594059405940593,0.628,0.6178664258047579,1.613626464210522,-18.86203566992791,-18.769902624925436,0.48845759076451506,0.04411820963671758,0.00045865290738331593,4
31.2,0.3066006600660066,0.629,0.6182651162139129,1.7066587895210035,-18.795285380041836,-18.701300910460645,0.5000427909490006,0.04473932108472085,0.0004651099819967579,4
31.4,0.3066006600660066,0.631,0.6187723258861872,1.9378247406993276,-18.728786131002895,-18.6328237466966,0.5123790919233212,0.045363114759303894,0.00047159494103772326,4
31.6,0.3069306930693069,0.632,0.6192064993884026,2.024288071455293,-18.66258701541858,-18.564531684350698,0.5254112465054922,0.04598943336860805,0.0004781061493000493,4
31.8,0.30627062706270625,0.633,0.6198094246707649,2.0838191673357134,-18.596789979181267,-18.49653266677481,0.539110849338469,0.04661808216737549,0.00048464158221203565,4
32.0,0.30627062706270625,0.634,0.6202794621737793,2.164122685523775,-18.531442937132315,-18.428861377195233,0.5535540879633007,0.04724885553263344,0.0004911991021172572,4
32.2,0.30594059405940593,0.635,0.6207981516768817,2.236511546947768,-18.466487120727834,-18.361442425752102,0.5688396189756276,0.04788158578639176,0.0004977769658353288,4
32.3999999999999,0.3066006600660066,0.636,0.6211243061646026,2.338945571603371,-18.401811182168736,-18.294164149401837,0.5849806396840329,0.04851616467402331,0.0005043740479511463,4
32.6,0.3066006600660066,0.637,0.6215604872817807,2.423785356078384,-18.337357406437352,-18.22698870538889,0.6018789872619063,0.04915251530328113,0.0005109895490929107,4
