时间_s,实验电流密度_A_cm2,实验电压_V,模型电压_V,电压相对误差_%,实验平均温度_C,模型平均温度_C,温度相对误差_%,模型最大冰体积分数,模型冰质量_kg_m2,步内耦合迭代次数
34.8,0.299,0.665,0.6348226286293811,4.5379505820479595,-12.726595365230013,-12.779918380472338,0.41898884746511056,0.05465882597132887,0.000568233154797935,4
35.0,0.3,0.666,0.6349597702250395,4.66069516140549,-12.665590843111476,-12.7173081372718,0.4083291083767514,0.05529401123703098,0.0005748365408201741,4
35.2,0.3,0.667,0.6352752717953312,4.756331065167747,-12.604675753156117,-12.654704790118103,0.3969085595038722,0.055929965407038165,0.0005814479203715688,4
35.4,0.3,0.668,0.6355828271733387,4.8528701836319375,-12.543998198045347,-12.592324209968638,0.38525206365878273,0.05656663649827815,0.0005880667530360997,4
35.6,0.299,0.669,0.6360683436619825,4.922519631990663,-12.483705650468199,-12.530312620644281,0.3733424311741466,0.057203903190007475,0.0005946917775633177,4
35.8,0.3,0.67,0.6361744305507219,5.048592455116144,-12.423792961019492,-12.468451924332328,0.3594631965693278,0.057841725215253846,0.000601322575337779,4
36.0,0.3,0.671,0.6364595226202335,5.147612128132117,-12.36415403224702,-12.406593671088615,0.34324741289139205,0.058480137881385445,0.0006079595134148831,4
36.2,0.3,0.672,0.6367374041991252,5.2474100894159035,-12.304686179801754,-12.344953511354788,0.3272519994791345,0.05911910125704622,0.0006146021766682525,4
36.4,0.3,0.672,0.6370083003320867,5.207098164868062,-12.2450807237933,-12.283497774031389,0.31373456087913304,0.059758578110336844,0.0006212501780350619,4
36.6,0.299,0.673,0.6374579761744233,5.281132812121352,-12.185891036579108,-12.222403236360208,0.2996268362444682,0.06039846087457509,0.0006279023992520826,4
